County,Year,State,Region,Economic Type,Urban or Rural,% Children in Poverty,% Excessive Drinking,High School Graduation Rate,Hospital Overuse,% Low Birth Weight,Median Family Income,Mentally Unhealthy Days,% Receiving Diabetes Monitoring,Teen Birth Rate,% Unemployed
Marshall,2014-01-01,Alabama,South,Maufacturing,Rural,36,12,82,86,8.1,48717,4.8,82,73,7
Mobile,2014-01-01,Alabama,South,Nonspecialized,Urban,31,15,64,74,11.9,53289,4.8,84,58,8.4
Monroe,2014-01-01,Alabama,South,Maufacturing,Rural,33,,79,86,14.8,40080,5,78,58,12.3
Montgomery,2014-01-01,Alabama,South,Federal/State Government,Urban,31,15,66,55,11.9,56916,3.8,83,55,7.7
Morgan,2014-01-01,Alabama,South,Maufacturing,Urban,23,11,71,82,9.2,56189,4,84,51,7
Perry,2014-01-01,Alabama,South,Nonspecialized,Rural,51,18,88,86,13.5,30154,4.2,68,55,12.9
Pickens,2014-01-01,Alabama,South,Nonspecialized,Urban,34,8,75,110,12.1,40840,3.3,87,41,9
Pike,2014-01-01,Alabama,South,Federal/State Government,Rural,34,11,70,76,9.4,45827,3.8,85,32,7
Randolph,2014-01-01,Alabama,South,Nonspecialized,Rural,35,14,80,85,10,45007,4.8,84,52,8.9
Russell,2014-01-01,Alabama,South,Maufacturing,Urban,37,,65,59,10.7,42493,5,78,57,9.1
St. Clair,2014-01-01,Alabama,South,Nonspecialized,Urban,21,10,76,88,8.7,59389,4,86,48,6.4
Shelby,2014-01-01,Alabama,South,Nonspecialized,Urban,12,13,86,55,8.4,83682,3.6,85,24,5
Sumter,2014-01-01,Alabama,South,Federal/State Government,Rural,45,,80,64,13.5,37372,5.4,79,34,11.6
Talladega,2014-01-01,Alabama,South,Maufacturing,Rural,35,11,74,96,12.5,43414,5.1,82,52,8.1
Tallapoosa,2014-01-01,Alabama,South,Nonspecialized,Rural,38,16,77,78,12.6,47014,5.2,79,60,8.5
Tuscaloosa,2014-01-01,Alabama,South,Federal/State Government,Urban,26,12,67,80,11.5,60709,4.1,86,31,6.6
Walker,2014-01-01,Alabama,South,Nonspecialized,Urban,28,8,76,86,10.4,46013,6.5,89,58,7.5
Washington,2014-01-01,Alabama,South,Maufacturing,Rural,29,,85,80,9.7,52064,3.2,83,43,11.4
Wilcox,2014-01-01,Alabama,South,Maufacturing,Rural,51,7,72,65,12.6,28438,3.6,74,49,16.4
Winston,2014-01-01,Alabama,South,Maufacturing,Rural,40,11,88,160,9.7,41836,6.5,83,56,9.8
Aleutians East,2014-01-01,Alaska,West,Maufacturing,Rural,14,40,,,,63250,3.8,,63,12.6
Aleutians West,2014-01-01,Alaska,West,Maufacturing,Rural,9,27,,,,87417,2.1,,21,9.1
Anchorage,2014-01-01,Alaska,West,Federal/State Government,Urban,13,19,72,44,6.4,91120,3,73,38,5.4
Bethel,2014-01-01,Alaska,West,Nonspecialized,Rural,35,17,41,144,5.1,52270,2.6,25,80,15.2
Bristol Bay,2014-01-01,Alaska,West,Maufacturing,Rural,12,29,,,,92083,1.3,,45,4.4
Denali,2014-01-01,Alaska,West,Recreation,Rural,6,28,,,,102552,2.3,64,,10.2
Dillingham,2014-01-01,Alaska,West,Maufacturing,Rural,29,14,,,5.1,57315,2.3,,55,9.6
Fairbanks North Star,2014-01-01,Alaska,West,Federal/State Government,Urban,13,20,68,33,5.7,82166,3,80,38,6.2
Haines,2014-01-01,Alaska,West,Recreation,Rural,18,16,,,,66250,2,62,,8.1
Juneau,2014-01-01,Alaska,West,Federal/State Government,Rural,11,21,72,48,5,98408,3,84,27,4.9
Kenai Peninsula,2014-01-01,Alaska,West,Recreation,Rural,15,19,73,52,4.6,77352,3,79,30,8.4
Ketchikan Gateway,2014-01-01,Alaska,West,Federal/State Government,Rural,16,21,68,87,5.4,84698,3.2,79,30,6.8
Kodiak Island,2014-01-01,Alaska,West,Maufacturing,Rural,12,27,78,77,5.7,79792,2.1,80,32,6.2
Lake and Peninsula,2014-01-01,Alaska,West,Recreation,Rural,24,19,,,,54148,2.6,,52,7.5
Matanuska-Susitna,2014-01-01,Alaska,West,Recreation,Urban,13,18,70,55,6,82369,3.3,78,32,8
Nome,2014-01-01,Alaska,West,Nonspecialized,Rural,33,19,59,,6.5,46387,2.4,88,97,11.6
North Slope,2014-01-01,Alaska,West,Mining,Rural,18,15,58,,7,83164,1.7,40,100,5.3
Northwest Arctic,2014-01-01,Alaska,West,Mining,Rural,27,21,48,,6.5,60893,1.8,,96,15.1
Sitka,2014-01-01,Alaska,West,Nonspecialized,Rural,11,25,85,65,5.2,79743,2.5,77,27,5.6
Southeast Fairbanks,2014-01-01,Alaska,West,Mining,Rural,19,15,64,35,6.1,73511,2.2,85,37,11.2
Valdez-Cordova,2014-01-01,Alaska,West,Recreation,Rural,11,22,,37,4.2,97801,3.4,86,25,8.9
Yakutat,2014-01-01,Alaska,West,Federal/State Government,Rural,17,,,,,76000,,,,9.3
Yukon-Koyukuk,2014-01-01,Alaska,West,Nonspecialized,Rural,31,25,51,,4.5,48063,2.5,50,60,14.7
Apache,2014-01-01,Arizona,West,Federal/State Government,Rural,41,13,68,110,7.2,38158,4.3,29,58,19.6
Cochise,2014-01-01,Arizona,West,Federal/State Government,Urban,29,13,82,63,8.2,54975,3.8,76,53,8.2
Coconino,2014-01-01,Arizona,West,Federal/State Government,Urban,30,15,76,55,7.9,59216,3.1,58,36,8.1
Gila,2014-01-01,Arizona,West,Recreation,Rural,34,15,73,65,8.6,49427,5.5,70,82,9.4
Graham,2014-01-01,Arizona,West,Federal/State Government,Rural,28,14,83,61,7.5,53113,4.3,64,61,8.9
Greenlee,2014-01-01,Arizona,West,Mining,Rural,15,18,87,68,7,52394,3.7,73,70,6
La Paz,2014-01-01,Arizona,West,Recreation,Rural,38,20,75,68,5.9,43757,5.2,67,79,9.2
Maricopa,2014-01-01,Arizona,West,Nonspecialized,Urban,25,17,80,50,7,64072,3.2,83,51,7.1
Mohave,2014-01-01,Arizona,West,Recreation,Urban,34,16,74,71,6.8,46179,4.4,81,58,9.9
Navajo,2014-01-01,Arizona,West,Recreation,Rural,38,11,71,63,8.1,42988,3.7,54,69,15.2
Pima,2014-01-01,Arizona,West,Nonspecialized,Urban,29,15,75,41,7.2,58113,3.5,81,44,7.3
Pinal,2014-01-01,Arizona,West,Nonspecialized,Urban,24,18,72,65,6.7,55513,3.5,79,61,8.9
Santa Cruz,2014-01-01,Arizona,West,Federal/State Government,Rural,37,17,80,32,7.5,43174,2.9,78,56,17.2
Yavapai,2014-01-01,Arizona,West,Recreation,Urban,26,14,77,31,7.3,53626,4.1,81,49,8.6
Yuma,2014-01-01,Arizona,West,Recreation,Urban,32,14,79,59,6.1,44317,3.1,83,68,27.5
Arkansas,2014-01-01,Arkansas,South,Maufacturing,Rural,29,12,84,100,12,48449,4,83,66,7.7
Ashley,2014-01-01,Arkansas,South,Maufacturing,Rural,32,,85,91,11,43917,3,82,68,12.5
Baxter,2014-01-01,Arkansas,South,Nonspecialized,Rural,29,14,80,82,7.3,47348,4.1,88,50,7.7
Benton,2014-01-01,Arkansas,South,Nonspecialized,Urban,19,14,86,56,7.3,64622,3,82,49,5.7
Boone,2014-01-01,Arkansas,South,Nonspecialized,Rural,29,6,81,85,6.2,47526,4,84,54,7.1
Bradley,2014-01-01,Arkansas,South,Nonspecialized,Rural,37,,84,137,10.7,40160,3.7,82,73,10.1
Calhoun,2014-01-01,Arkansas,South,Maufacturing,Rural,26,,83,75,10.7,46875,,82,42,9
Carroll,2014-01-01,Arkansas,South,Maufacturing,Rural,31,11,76,53,6.7,45368,4.1,84,71,5.5
Chicot,2014-01-01,Arkansas,South,Farming,Rural,50,,77,107,12.6,33991,3.9,80,75,10.4
Clark,2014-01-01,Arkansas,South,Federal/State Government,Rural,32,,85,62,7.9,50048,2.6,85,28,9.3
Clay,2014-01-01,Arkansas,South,Farming,Rural,32,,85,97,7.8,40461,3.4,84,68,12.4
Cleburne,2014-01-01,Arkansas,South,Recreation,Rural,28,,81,57,8.9,51012,4.5,86,54,7.2
Cleveland,2014-01-01,Arkansas,South,Nonspecialized,Urban,26,,,81,10.6,51808,4.9,89,48,7
Columbia,2014-01-01,Arkansas,South,Maufacturing,Rural,34,,86,89,9.8,51941,4.6,85,55,8.5
Conway,2014-01-01,Arkansas,South,Nonspecialized,Rural,33,,85,69,6.9,48317,6.2,82,66,7.6
Craighead,2014-01-01,Arkansas,South,Nonspecialized,Urban,25,10,83,69,8.3,52077,3.5,84,51,6.7
Crawford,2014-01-01,Arkansas,South,Maufacturing,Urban,33,14,88,85,8.1,47732,4.4,81,57,7.4
Crittenden,2014-01-01,Arkansas,South,Nonspecialized,Urban,35,12,73,95,12.5,47508,4.2,83,89,11.2
Cross,2014-01-01,Arkansas,South,Nonspecialized,Rural,30,13,83,106,11.9,47345,4.5,73,64,8.2
Dallas,2014-01-01,Arkansas,South,Nonspecialized,Rural,37,,88,86,15.2,46865,,80,71,10.3
Desha,2014-01-01,Arkansas,South,Nonspecialized,Rural,42,,87,110,15.5,42197,4.2,80,89,10.5
Drew,2014-01-01,Arkansas,South,Federal/State Government,Rural,33,,86,131,9.9,43534,4.7,84,48,10.8
Faulkner,2014-01-01,Arkansas,South,Nonspecialized,Urban,17,15,86,51,7.9,64439,3.5,87,35,6.6
Franklin,2014-01-01,Arkansas,South,Nonspecialized,Rural,27,,84,71,7.8,45120,5,82,55,6.7
Fulton,2014-01-01,Arkansas,South,Nonspecialized,Rural,36,,,93,8.5,41701,3.3,81,50,6.8
Garland,2014-01-01,Arkansas,South,Recreation,Urban,32,17,80,69,9,48761,5.3,86,56,7.5
Grant,2014-01-01,Arkansas,South,Nonspecialized,Urban,19,19,79,90,9.4,56769,5,85,48,6.5
Greene,2014-01-01,Arkansas,South,Maufacturing,Rural,26,11,83,112,7.3,49145,3.3,83,65,8.8
Hempstead,2014-01-01,Arkansas,South,Nonspecialized,Rural,43,10,84,86,10.9,43867,3.9,84,79,7.2
Hot Spring,2014-01-01,Arkansas,South,Nonspecialized,Rural,29,10,83,95,8.3,49734,5.8,81,64,6.5
Howard,2014-01-01,Arkansas,South,Maufacturing,Rural,29,,91,79,8.7,41795,3.1,73,65,7.1
Independence,2014-01-01,Arkansas,South,Maufacturing,Rural,27,10,88,102,9.1,44838,4.4,82,56,8.7
Izard,2014-01-01,Arkansas,South,Federal/State Government,Rural,36,,,91,8.4,39811,6,80,51,8.2
Jackson,2014-01-01,Arkansas,South,Federal/State Government,Rural,39,,87,136,10.5,40698,4.7,79,76,9.6
Jefferson,2014-01-01,Arkansas,South,Federal/State Government,Urban,35,15,76,65,12.5,48229,4.1,81,68,9.4
Johnson,2014-01-01,Arkansas,South,Maufacturing,Rural,27,11,85,91,6.8,39089,3.4,82,66,6.8
Lafayette,2014-01-01,Arkansas,South,Nonspecialized,Rural,40,,,80,15.1,40156,5.2,78,50,9.9
Lawrence,2014-01-01,Arkansas,South,Nonspecialized,Rural,34,,92,130,8,43766,,84,48,9
Lee,2014-01-01,Arkansas,South,Farming,Rural,47,9,83,78,12.6,34370,4,74,72,11.3
Lincoln,2014-01-01,Arkansas,South,Federal/State Government,Urban,33,,83,78,9.6,40902,3,86,58,9.1
Little River,2014-01-01,Arkansas,South,Maufacturing,Urban,28,,79,90,9.1,48955,4,77,57,6.9
Logan,2014-01-01,Arkansas,South,Nonspecialized,Rural,31,11,85,81,8.8,46096,2.9,82,65,7.6
Lonoke,2014-01-01,Arkansas,South,Nonspecialized,Urban,18,15,78,75,7.8,61411,3.9,86,47,6.1
Madison,2014-01-01,Arkansas,South,Maufacturing,Urban,32,17,88,68,7.2,43206,2.1,79,49,5.3
Marion,2014-01-01,Arkansas,South,Maufacturing,Rural,37,12,88,75,6.7,39744,4.2,80,52,8.1
Miller,2014-01-01,Arkansas,South,Nonspecialized,Urban,32,13,79,68,10.5,50799,4.2,85,75,6.7
Mississippi,2014-01-01,Arkansas,South,Maufacturing,Rural,35,5,75,112,11.5,40562,4.8,78,85,10
Monroe,2014-01-01,Arkansas,South,Nonspecialized,Rural,43,,,78,12.1,37468,,79,71,8.4
Montgomery,2014-01-01,Arkansas,South,Recreation,Rural,37,,,56,7.7,41781,4.6,74,51,7.7
Nevada,2014-01-01,Arkansas,South,Maufacturing,Rural,36,,94,100,9.3,42933,10.1,83,65,6.9
Newton,2014-01-01,Arkansas,South,Farming,Rural,41,19,88,74,9,42671,3.7,86,43,7.5
Ouachita,2014-01-01,Arkansas,South,Federal/State Government,Rural,34,13,87,63,11.2,43809,6.1,86,79,9.5
Perry,2014-01-01,Arkansas,South,Nonspecialized,Urban,27,,87,71,7.9,50280,4.1,85,47,8
Phillips,2014-01-01,Arkansas,South,Nonspecialized,Rural,54,14,72,85,13.5,36088,5,68,92,10.9
Pike,2014-01-01,Arkansas,South,Nonspecialized,Rural,34,,,73,8.4,39428,3.1,81,52,8.7
Poinsett,2014-01-01,Arkansas,South,Nonspecialized,Urban,41,,76,96,9.6,40852,6.6,83,82,7.8
Polk,2014-01-01,Arkansas,South,Nonspecialized,Rural,37,11,94,70,7.6,41481,4,71,67,7.7
Pope,2014-01-01,Arkansas,South,Nonspecialized,Rural,25,12,85,73,7.8,49423,3.2,83,47,7.1
Prairie,2014-01-01,Arkansas,South,Farming,Rural,34,,,92,9.3,43412,3.1,79,48,7.3
Pulaski,2014-01-01,Arkansas,South,Federal/State Government,Urban,28,16,66,62,10.5,59878,3.3,82,57,6.6
Randolph,2014-01-01,Arkansas,South,Nonspecialized,Rural,32,,96,85,7.3,46303,5.2,86,57,9.9
St. Francis,2014-01-01,Arkansas,South,Federal/State Government,Rural,43,8,74,79,12.4,36986,5.9,76,95,11
Saline,2014-01-01,Arkansas,South,Nonspecialized,Urban,15,11,84,69,8.3,65961,4.2,84,38,6
Scott,2014-01-01,Arkansas,South,Maufacturing,Rural,38,,83,115,7.7,42119,4.2,81,80,6.6
Searcy,2014-01-01,Arkansas,South,Nonspecialized,Rural,45,,86,73,7.1,41183,5,90,50,7.7
Sebastian,2014-01-01,Arkansas,South,Maufacturing,Urban,30,11,76,63,8.1,49477,3.6,81,62,7.3
Sevier,2014-01-01,Arkansas,South,Maufacturing,Rural,35,16,87,138,7.3,44419,3.7,77,80,7.8
Sharp,2014-01-01,Arkansas,South,Nonspecialized,Rural,33,7,90,82,7.7,39604,6.6,83,60,9.9
Stone,2014-01-01,Arkansas,South,Nonspecialized,Rural,39,,93,142,11.4,41319,5.6,77,57,9.7
Union,2014-01-01,Arkansas,South,Mining,Rural,30,12,83,74,10,48335,4.2,84,71,8.6
Van Buren,2014-01-01,Arkansas,South,Nonspecialized,Rural,30,16,89,76,8.6,39552,4.1,84,63,8.9
Washington,2014-01-01,Arkansas,South,Nonspecialized,Urban,24,15,84,57,7.2,55735,3.2,82,45,5.4
White,2014-01-01,Arkansas,South,Nonspecialized,Rural,25,10,85,91,8.1,52740,3.1,84,49,8
Woodruff,2014-01-01,Arkansas,South,Nonspecialized,Rural,40,,,93,11.5,36675,,78,86,10.7
Yell,2014-01-01,Arkansas,South,Maufacturing,Rural,33,16,84,145,9,43915,3.6,75,82,6
Alameda,2014-01-01,California,West,Nonspecialized,Urban,17,19,81,48,7.2,90822,3.2,80,25,9
Alpine,2014-01-01,California,West,Recreation,Rural,29,,,23,,71932,,83,40,13.3
Amador,2014-01-01,California,West,Federal/State Government,Rural,19,18,85,42,5.3,68765,4.2,81,22,11.8
Butte,2014-01-01,California,West,Nonspecialized,Urban,27,20,85,63,5.9,56934,4.5,77,27,12.2
Calaveras,2014-01-01,California,West,Recreation,Rural,21,24,93,42,5.5,67100,4.3,79,23,13
Colusa,2014-01-01,California,West,Farming,Rural,20,,84,71,5.5,56472,2.6,84,48,20
Contra Costa,2014-01-01,California,West,Nonspecialized,Urban,15,18,83,47,6.8,95087,3.4,81,23,9
Del Norte,2014-01-01,California,West,Federal/State Government,Rural,32,,85,55,5.6,52452,4,78,54,13.4
El Dorado,2014-01-01,California,West,Recreation,Urban,12,21,92,42,6.3,84690,3.1,80,18,10.4
Fresno,2014-01-01,California,West,Nonspecialized,Urban,40,18,80,56,7.4,50046,3.7,80,55,15.2
Glenn,2014-01-01,California,West,Farming,Rural,26,17,88,44,5.1,51940,3.1,80,49,14.7
Humboldt,2014-01-01,California,West,Nonspecialized,Rural,27,22,86,40,5.7,53532,3.9,84,27,10.5
Imperial,2014-01-01,California,West,Federal/State Government,Urban,33,16,85,60,6,46555,3.8,83,62,28.3
Inyo,2014-01-01,California,West,Recreation,Rural,19,,79,35,8.9,69041,,84,41,9.4
Kern,2014-01-01,California,West,Nonspecialized,Urban,33,16,82,73,7.2,52541,4.2,82,63,13.3
Kings,2014-01-01,California,West,Federal/State Government,Urban,28,15,78,76,6.5,50202,4.3,72,65,15.3
Lake,2014-01-01,California,West,Nonspecialized,Rural,32,21,83,62,6,47773,4.5,79,44,15
Lassen,2014-01-01,California,West,Federal/State Government,Rural,22,21,78,71,6.7,66717,4.1,76,34,12.6
Los Angeles,2014-01-01,California,West,Nonspecialized,Urban,27,15,75,59,7.3,62289,3.7,80,36,10.9
Madera,2014-01-01,California,West,Nonspecialized,Urban,35,15,83,59,6.4,49964,4.6,85,61,13.6
Marin,2014-01-01,California,West,Recreation,Urban,10,22,95,30,6.2,120030,3,81,13,6.3
Mariposa,2014-01-01,California,West,Recreation,Rural,25,18,93,45,5.3,63520,3.4,84,23,11
Mendocino,2014-01-01,California,West,Recreation,Rural,31,24,80,43,6.2,53996,4,82,38,9.7
Merced,2014-01-01,California,West,Nonspecialized,Urban,36,14,88,61,6.5,47729,4.2,81,51,17
Modoc,2014-01-01,California,West,Federal/State Government,Rural,31,,91,53,6.3,46536,,83,40,13.5
Mono,2014-01-01,California,West,Recreation,Rural,17,26,76,31,8.1,73494,3.1,83,27,10.5
Monterey,2014-01-01,California,West,Recreation,Urban,27,15,75,44,5.8,62370,4.6,80,54,11.4
Napa,2014-01-01,California,West,Recreation,Urban,14,24,86,49,6.1,81275,4,82,26,7.8
Nevada,2014-01-01,California,West,Recreation,Rural,18,17,90,40,5.8,69649,3,84,18,9.4
Orange,2014-01-01,California,West,Nonspecialized,Urban,18,17,90,44,6.5,85472,3.2,84,27,7.6
Placer,2014-01-01,California,West,Recreation,Urban,12,16,91,35,5.7,88615,2.9,81,16,9.4
Plumas,2014-01-01,California,West,Recreation,Rural,24,18,,65,6.2,60709,3.4,78,25,14.7
Riverside,2014-01-01,California,West,Recreation,Urban,25,18,82,54,6.5,63523,4.1,80,40,12.2
Sacramento,2014-01-01,California,West,Federal/State Government,Urban,27,18,79,42,6.9,64496,3.7,78,36,10.6
San Benito,2014-01-01,California,West,Nonspecialized,Urban,18,24,87,54,6.2,71124,2.6,80,34,13.9
San Bernardino,2014-01-01,California,West,Nonspecialized,Urban,28,17,80,61,7.1,59626,4.1,76,45,12
San Diego,2014-01-01,California,West,Nonspecialized,Urban,20,17,84,44,6.6,74569,3.7,82,34,8.9
San Francisco,2014-01-01,California,West,Nonspecialized,Urban,16,21,82,44,7.1,93391,3.1,78,16,7.3
San Joaquin,2014-01-01,California,West,Nonspecialized,Urban,25,18,79,55,6.9,59614,4,80,45,15.2
San Luis Obispo,2014-01-01,California,West,Recreation,Urban,17,18,91,36,6,75828,3.5,84,18,8.1
San Mateo,2014-01-01,California,West,Nonspecialized,Urban,11,21,87,31,6.7,108088,3.2,78,21,6.7
Santa Barbara,2014-01-01,California,West,Nonspecialized,Urban,21,18,86,31,6.1,73636,3.3,86,35,8
Santa Clara,2014-01-01,California,West,Maufacturing,Urban,13,15,83,34,6.8,106401,2.7,85,25,8.4
Santa Cruz,2014-01-01,California,West,Recreation,Urban,18,21,86,41,5.8,81495,3.7,86,26,11.1
Shasta,2014-01-01,California,West,Nonspecialized,Urban,26,20,88,50,6.2,55028,4.1,85,36,13.4
Sierra,2014-01-01,California,West,Recreation,Rural,20,,,43,,57708,,88,,14.3
Siskiyou,2014-01-01,California,West,Nonspecialized,Rural,32,20,88,44,7,46079,4.9,81,41,15.3
Solano,2014-01-01,California,West,Nonspecialized,Urban,19,18,77,39,7,77634,3.3,72,30,10.1
Sonoma,2014-01-01,California,West,Recreation,Urban,15,22,83,35,5.8,76614,3.4,83,24,8.6
Stanislaus,2014-01-01,California,West,Nonspecialized,Urban,27,17,80,64,6.3,55357,3.9,83,44,15.2
Sutter,2014-01-01,California,West,Nonspecialized,Urban,24,11,85,62,5.7,58434,3.3,79,40,17.6
Tehama,2014-01-01,California,West,Nonspecialized,Rural,32,18,81,47,5.5,49731,5,79,45,13.9
Trinity,2014-01-01,California,West,Federal/State Government,Rural,34,,91,64,4.8,49221,9.2,72,32,15.8
Tulare,2014-01-01,California,West,Nonspecialized,Urban,41,19,81,72,6.2,45296,4.5,78,64,15.8
Tuolumne,2014-01-01,California,West,Recreation,Rural,21,27,90,39,4.8,58355,3.7,81,24,11.6
Ventura,2014-01-01,California,West,Nonspecialized,Urban,18,18,86,45,6.4,86890,3.6,82,34,9
Yolo,2014-01-01,California,West,Federal/State Government,Urban,18,19,87,33,5.4,75225,3.2,83,19,11.5
Yuba,2014-01-01,California,West,Federal/State Government,Urban,31,19,81,89,6.1,49560,5.3,79,54,16.9
Adams,2014-01-01,Colorado,West,Nonspecialized,Urban,22,19,64,52,8.8,65605,3.6,82,55,9.2
Alamosa,2014-01-01,Colorado,West,Federal/State Government,Rural,33,14,79,42,10.6,46462,3.1,86,58,9.1
Arapahoe,2014-01-01,Colorado,West,Nonspecialized,Urban,16,18,71,41,9.5,75574,3.2,83,35,7.8
Archuleta,2014-01-01,Colorado,West,Recreation,Rural,26,17,83,31,9.7,58899,3.7,75,40,9.4
Baca,2014-01-01,Colorado,West,Farming,Rural,29,,45,71,11.5,45144,2.5,62,41,4
Bent,2014-01-01,Colorado,West,Farming,Rural,36,,,72,13.9,42764,4.1,78,71,8.5
Boulder,2014-01-01,Colorado,West,Nonspecialized,Urban,13,16,84,36,7.5,94938,2.8,84,17,6.1
Broomfield,2014-01-01,Colorado,West,Nonspecialized,Urban,8,16,,36,7.7,97070,3.2,89,20,7.1
Chaffee,2014-01-01,Colorado,West,Recreation,Rural,21,12,88,31,9.6,57982,2.6,87,33,7.1
Cheyenne,2014-01-01,Colorado,West,Farming,Rural,19,,,,,65792,1.5,92,31,3.9
Clear Creek,2014-01-01,Colorado,West,Mining,Urban,14,23,93,,11.2,83239,2.9,83,16,7.4
Conejos,2014-01-01,Colorado,West,Farming,Rural,35,13,92,48,11.6,49097,3.8,83,48,9.9
Costilla,2014-01-01,Colorado,West,Farming,Rural,39,,,58,12.3,42043,1.8,84,56,12.7
Crowley,2014-01-01,Colorado,West,Federal/State Government,Rural,42,,,,10.2,41953,,87,58,10.2
Custer,2014-01-01,Colorado,West,Recreation,Rural,30,19,,30,,41394,2.5,81,17,6.9
Delta,2014-01-01,Colorado,West,Mining,Rural,24,16,82,57,9.8,52183,3.9,88,49,8.5
Denver,2014-01-01,Colorado,West,Nonspecialized,Urban,29,22,53,39,9.4,66522,3.2,76,72,8.5
Dolores,2014-01-01,Colorado,West,Farming,Rural,15,19,,,,45242,,83,42,9.5
Douglas,2014-01-01,Colorado,West,Nonspecialized,Urban,4,18,84,33,9,114230,2.4,86,10,6.4
Eagle,2014-01-01,Colorado,West,Recreation,Rural,14,23,77,23,9.3,86729,2.1,82,41,8.1
Elbert,2014-01-01,Colorado,West,Farming,Urban,9,17,87,41,10.4,91010,2.9,87,13,7.2
El Paso,2014-01-01,Colorado,West,Nonspecialized,Urban,18,15,80,43,9.7,70981,3.4,78,36,9.3
Fremont,2014-01-01,Colorado,West,Federal/State Government,Rural,26,13,75,42,9.4,50433,3.5,76,51,10.1
Garfield,2014-01-01,Colorado,West,Mining,Rural,16,18,69,35,7.2,68237,2.8,76,51,8
Gilpin,2014-01-01,Colorado,West,Recreation,Urban,12,19,,,10.6,82930,,94,18,6.5
Grand,2014-01-01,Colorado,West,Recreation,Rural,15,22,84,31,10.7,71995,4,79,24,7.6
Gunnison,2014-01-01,Colorado,West,Mining,Rural,19,27,88,45,9.4,68654,2.5,62,14,6.6
Hinsdale,2014-01-01,Colorado,West,Recreation,Rural,23,,,,,71250,,,,3.8
Huerfano,2014-01-01,Colorado,West,Recreation,Rural,41,16,,59,13.6,44682,6.4,80,50,12.2
Jackson,2014-01-01,Colorado,West,Farming,Rural,29,,,,,58036,,88,40,3.8
Jefferson,2014-01-01,Colorado,West,Nonspecialized,Urban,13,19,79,40,8.4,85881,2.9,84,23,7.6
Kiowa,2014-01-01,Colorado,West,Farming,Rural,20,,,,,51518,,72,33,4.1
Kit Carson,2014-01-01,Colorado,West,Farming,Rural,18,16,,81,7.2,52125,2.1,82,49,4.7
Lake,2014-01-01,Colorado,West,Mining,Rural,27,17,66,,15.1,67391,2.6,80,68,10
La Plata,2014-01-01,Colorado,West,Recreation,Rural,15,21,72,33,8.2,71068,2.5,77,24,6.6
Larimer,2014-01-01,Colorado,West,Recreation,Urban,13,16,83,44,7.9,76246,3.1,84,20,6.4
Las Animas,2014-01-01,Colorado,West,Nonspecialized,Rural,28,16,66,66,11.2,56199,2.9,79,60,10.7
Lincoln,2014-01-01,Colorado,West,Federal/State Government,Rural,24,9,,78,9.4,58830,,93,47,5.3
Logan,2014-01-01,Colorado,West,Federal/State Government,Rural,21,18,74,59,7.5,53716,3,89,40,6.6
Mesa,2014-01-01,Colorado,West,Nonspecialized,Urban,20,18,73,31,7.4,60660,3.5,90,46,9.2
Mineral,2014-01-01,Colorado,West,Recreation,Rural,20,,,,,70682,,,,4.8
Moffat,2014-01-01,Colorado,West,Mining,Rural,17,26,88,76,9.2,66861,3.2,82,59,7.7
Montezuma,2014-01-01,Colorado,West,Nonspecialized,Rural,32,17,62,39,6.8,51489,3.9,80,55,8.5
Montrose,2014-01-01,Colorado,West,Nonspecialized,Rural,25,14,75,34,8.7,54413,2.8,84,52,10.5
Morgan,2014-01-01,Colorado,West,Maufacturing,Rural,20,15,72,81,7.3,52370,2.7,80,62,6.6
Otero,2014-01-01,Colorado,West,Nonspecialized,Rural,35,16,81,82,10.3,42146,3.8,84,59,9.5
Ouray,2014-01-01,Colorado,West,Recreation,Rural,19,,,,,71094,,90,16,7.1
Park,2014-01-01,Colorado,West,Recreation,Urban,18,21,91,24,11.2,73722,3.4,85,12,7.5
Phillips,2014-01-01,Colorado,West,Farming,Rural,18,17,,91,6,58277,2.7,85,45,4.9
Pitkin,2014-01-01,Colorado,West,Recreation,Rural,9,26,93,24,8.6,95024,2.7,79,8,7.4
Prowers,2014-01-01,Colorado,West,Nonspecialized,Rural,32,11,72,89,9,45371,3.7,42,68,6.5
Pueblo,2014-01-01,Colorado,West,Nonspecialized,Urban,30,14,68,52,9.3,52613,3.9,83,60,10.7
Rio Blanco,2014-01-01,Colorado,West,Mining,Rural,13,18,,57,8,75685,3.3,78,44,6
Rio Grande,2014-01-01,Colorado,West,Nonspecialized,Rural,32,9,71,68,10.6,48045,4.8,84,73,9.4
Routt,2014-01-01,Colorado,West,Recreation,Rural,11,27,92,37,9.6,76910,2.2,83,16,7.3
Saguache,2014-01-01,Colorado,West,Farming,Rural,47,,,28,10.7,41767,3.1,74,55,10.4
San Juan,2014-01-01,Colorado,West,Recreation,Rural,30,,,,,53250,,,,8.5
San Miguel,2014-01-01,Colorado,West,Recreation,Rural,17,27,,,7.6,76544,,84,19,7.5
Sedgwick,2014-01-01,Colorado,West,Farming,Rural,22,,17,60,,55625,3.5,90,33,4.9
Summit,2014-01-01,Colorado,West,Recreation,Rural,13,33,87,14,11,85938,1.9,87,33,7.2
Teller,2014-01-01,Colorado,West,Recreation,Urban,16,11,85,43,14.9,76679,3.3,76,25,8.1
