Name,Control,Region,Locale,Admission Rate,SAT Average,% Female,Median Earnings of Graduate,Undergraduate Population,Completion Rate,Average Cost of Attendance,Out-of-State Tuition,Percentage of Undergraduates Aged 25 and Above,% Undergraduate Students Receiving Loans,Year
University of Phoenix-Idaho,Private,Rocky Mountains,,,,0.7071921286,53400,486,0,26712,10234,0.8786,0.763,2011-01-01
Westwood College-Inland Empire,Private,Far West,,0.653,,0.4678003903,35000,1214,0.23015873015873,27053,15020,0.3213,0.8533,2011-01-01
DeVry University-Virginia,Private,Southeast,,0.9375,,0.4830111389,46500,1183,0.16129032258064,29066,15188,0.7089,0.7057,2011-01-01
DeVry University-Washington,Private,Far West,,0.8166,,0.4830111389,46500,747,0.21212121212121,30678,15188,0.738,0.8004,2011-01-01
DeVry University-Colorado,Private,Rocky Mountains,,0.8713,,0.4830111389,46500,1298,0.26923076923076,30996,15188,0.7814,0.7831,2011-01-01
ITT Technical Institute-Levittown,Private,Mid East,,0.7828,,0.2879451453,38400,651,,25876,18048,0.5484,0.8616,2011-01-01
Atenas College,Private,Outlying Areas,,,,0.7396247868,15900,1455,,11452,5117,0.3663,0,2011-01-01
National American University-Ellsworth AFB Extension,Private,Plains,,,,0.7625213961,37800,174,,18281,6825,0.6104,0.1199,2011-01-01
National American University-Albuquerque West,Private,Southwest,,,,0.7625213961,37800,314,0,23884,13035,0.8508,0.7561,2011-01-01
National American University-Brooklyn Center,Private,Plains,,,,0.7625213961,37800,906,0,23237,14007,0.7817,0.965,2011-01-01
Vatterott College-Dividend,Private,Southeast,,,,0.4599363226,28700,1014,,20885,10919,0.569,0.3892,2011-01-01
Vatterott College-Tulsa,Private,Southwest,,,,0.4599363226,28700,259,,22125,10899,0.8147,0.6633,2011-01-01
Vatterott College-Wichita,Private,Plains,,,,0.4599363226,28700,275,,21226,11629,0.7164,0.6996,2011-01-01
Sanford-Brown College-Orlando,Private,Southeast,,,,0.5147482812,27800,768,0.1505376344086,23264,12600,0.4099,0.8909,2011-01-01
Miller-Motte Technical College-Charleston,Private,Southeast,,,,0.8072327715,22800,701,,19987,9900,0.6391,0.8905,2011-01-01
San Diego State University-Imperial Valley Campus,Public,Far West,,0.451,928,0.5832854131,48700,655,,,16866,0.3851,,2011-01-01
Miami-Jacobs Career College-Sharonville,Private,Great Lakes,,,,0.8105263158,23900,168,,22990,12024,0.6488,0.9054,2011-01-01
Aviation Institute of Maintenance-Kansas City,Private,Plains,,,,0.0756972112,37300,166,,26686,13447,0.7048,0.6011,2011-01-01
Blue Cliff College-Gulfport,Private,Southeast,,,,0.9028497409,21900,335,,26750,15468,0.5791,0.9123,2011-01-01
Apex School of Theology,Private,Southeast,,,,0.6421845574,,519,0,10320,4900,1,0.9304,2011-01-01
American Institute of Alternative Medicine,Private,Great Lakes,,0.7778,,0.8550295858,22400,258,,26215,11930,0.7713,0.6912,2011-01-01
Universidad Pentecostal Mizpa,Private,Outlying Areas,,,,0.3907563025,,339,0,10390,3400,0.821,0,2011-01-01
Lamar Institute of Technology,Public,Southwest,,,,0.5176970269,48200,3282,,12646,11091,0.3112,0.2875,2011-01-01
Nevada State College,Public,Far West,,0.661,,0.7792624265,,2776,0.06818181818181,11842,14051,0.5232,0.3062,2011-01-01
Virginia College-Austin,Private,Southwest,,,,0.8010335917,26400,716,,18691,12916,0.6201,0.8862,2011-01-01
California State University-Channel Islands,Public,Far West,,0.5751,959,0.6749131944,,4009,0.264,20244,17476,0.2109,0.4048,2011-01-01
ITT Technical Institute-Springfield,Private,Southeast,,0.7467,,0.2879451453,38400,943,0.0625,26111,18048,0.6257,0.8299,2011-01-01
ITT Technical Institute-Chantilly,Private,Southeast,,0.7584,,0.2879451453,38400,697,0.06666666666666,26553,18048,0.66,0.835,2011-01-01
Argosy University-The Art Institute of California-Orange County,Private,Far West,,0.4371,,0.6835132483,38200,2227,0.33603238866396,28133,18948,0.3529,0.8294,2011-01-01
Franklin W Olin College of Engineering,Private,New England,,0.1641,1473,0.6344086022,,326,0.75,56675,41950,0.0029,0.1994,2011-01-01
University of Phoenix-Kansas City Campus,Private,Plains,,,,0.7071921286,53400,766,0,27297,11107,0.812,0.7132,2011-01-01
University of Phoenix-Atlanta Campus,Private,Southeast,,,,0.7071921286,53400,1598,0.00294117647058,26161,9859,0.8786,0.7172,2011-01-01
University of Phoenix-Illinois,Private,Great Lakes,,,,0.7071921286,53400,1356,0.02840909090909,26818,10858,0.7566,0.7124,2011-01-01
University of Phoenix-Nashville Campus,Private,Southeast,,,,0.7071921286,53400,1723,0,26116,9859,0.7638,0.7441,2011-01-01
University of Phoenix-Northern Virginia Campus,Private,Southeast,,,,0.7071921286,53400,719,0,26352,9859,0.8901,0.388,2011-01-01
Argosy University-Dallas,Private,Southwest,,,,0.6835132483,38200,180,,26372,12612,0.8167,0.8678,2011-01-01
Le Cordon Bleu College of Culinary Arts-Orlando,Private,Southeast,,,,0.5147482812,27800,1683,,29125,13947,0.5336,0.7798,2011-01-01
Everest College-Arlington,Private,Southeast,,,,0.7898351648,26400,442,,29095,14688,0.5158,0.6579,2011-01-01
ITT Technical Institute-Canton,Private,Great Lakes,,0.4194,,0.2879451453,38400,659,,25867,18048,0.7405,0.8925,2011-01-01
ITT Technical Institute-Plymouth Meeting,Private,Mid East,,0.7687,,0.2879451453,38400,480,,25992,18048,0.5708,0.8601,2011-01-01
Pennsylvania College of Health Sciences,Private,Mid East,,0.3137,976,0.850065189,53100,1126,,23677,17860,0.5382,0.5615,2011-01-01
DeVry University-North Carolina,Private,Southeast,,0.9219,,0.4830111389,46500,760,0.4,30266,15188,0.7842,0.8764,2011-01-01
West Virginia Junior College-Bridgeport,Private,Southeast,,,,0.8238039673,18600,307,,20280,11725,0.5016,0.8766,2011-01-01
Vatterott College-Cleveland,Private,Great Lakes,,,,0.4599363226,28700,321,,20856,11650,0.8598,0.3651,2011-01-01
St Louis College of Health Careers-Fenton,Private,Plains,,,,0.9201205727,21900,274,,36299,25000,0.635,0.659,2011-01-01
Interactive College of Technology-Gainesville,Private,Southeast,,,,0.5368757259,22700,29,,15534,8260,0.6552,0.5405,2011-01-01
San Joaquin Valley College-Ontario,Private,Far West,,,,0.7074417724,26900,1150,,19720,15325,0.2939,0.9585,2011-01-01
Westwood College-Ft Worth,Private,Southwest,,0.5,,0.5365025467,29800,166,,27046,14498,0.5843,0.9002,2011-01-01
Westwood College-Dallas,Private,Southwest,,0.598,,0.570324575,32400,261,,27106,14498,0.5402,0.845,2011-01-01
Minnesota School of Business-Plymouth,Private,Plains,,,,0.7017195767,35700,402,0,29056,15660,0.6691,0.7803,2011-01-01
University of the Potomac-VA Campus,Private,Southeast,,,,0.5650793651,65400,31,0.16666666666666,,11680,0.871,0.7429,2011-01-01
Stenotype Institute of Jacksonville Inc-Orlando,Private,Southeast,,,,0.9098039216,27100,152,,29393,16100,0.8026,0.5933,2011-01-01
National American University-Overland Park,Private,Plains,,,,0.7625213961,37800,568,0,24046,12792,0.7764,0.9198,2011-01-01
Fortis Institute,Private,Southeast,,,,0.7804878049,23200,912,,23242,13650,0.6261,0.572,2011-01-01
Everest College-Dallas,Private,Southwest,,,,0.7775510204,24900,1252,,26655,14976,0.492,0.7591,2011-01-01
DeVry University-Pennsylvania,Private,Mid East,,0.8834,,0.4830111389,46500,2015,0.23456790123456,31846,15188,0.5992,0.8864,2011-01-01
Pacific College of Oriental Medicine-Chicago,Private,Great Lakes,,,,0.6938405797,23000,100,,40314,12335,0.7692,0.6835,2011-01-01
Family of Faith Christian University,Private,Southwest,,1,,,,25,0.25,8010,5460,0.28,0.3191,2011-01-01
Southeastern College-Jacksonville,Private,Southeast,,0.9241,,0.7364864865,,187,,27827,15064,0.7112,0.6566,2011-01-01
West Coast University-Los Angeles,Private,Far West,,0.5646,,0.7580749354,,1111,0.42857142857142,39561,32702,0.414,0.727,2011-01-01
Williamson Christian College,Private,Southeast,,,,0.4814814815,,118,0.66666666666666,29778,9035,0.7542,0.127,2011-01-01
Triangle Tech Inc-Sunbury,Private,Mid East,,,,0.0266393443,35800,111,,24353,15754,0.3514,0.8824,2011-01-01
DigiPen Institute of Technology,Private,Far West,,0.4922,1193,0.217877095,,846,0.42857142857142,32726,25160,0.2624,0.8344,2011-01-01
University of Phoenix-Cincinnati Campus,Private,Great Lakes,,,,0.7071921286,53400,164,0.0125,26352,9859,0.75,0.6211,2011-01-01
University of Phoenix-Wichita Campus,Private,Plains,,,,0.7071921286,53400,159,0,26329,10234,0.7736,0.5714,2011-01-01
University of Phoenix-Charlotte Campus,Private,Southeast,,,,0.7071921286,53400,989,0,27021,10858,0.8626,0.7268,2011-01-01
ITT Technical Institute-Duluth,Private,Southeast,,0.7869,,0.2879451453,38400,636,0,26927,18048,0.7516,0.8459,2011-01-01
ITT Technical Institute-Hilliard,Private,Great Lakes,,0.6591,,0.2879451453,38400,507,,26485,18048,0.712,0.9116,2011-01-01
University of Phoenix-Indiana,Private,Great Lakes,,,,0.7071921286,53400,579,0,27068,10858,0.7651,0.6821,2011-01-01
Dewey University-Hato Rey,Private,Outlying Areas,,,,0.6147186147,16200,1488,,9311,5475,0.5645,0,2011-01-01
Le Cordon Bleu College of Culinary Arts-Atlanta,Private,Southeast,,,,0.5001272588,28900,1345,,26776,13494,0.5881,0.8159,2011-01-01
Miller-Motte Technical College-Chattanooga,Private,Southeast,,,,0.8072327715,22800,488,,21401,10992,0.5861,0.8961,2011-01-01
Westwood College-Chicago Loop,Private,Great Lakes,,0.4318,,0.5191424196,32200,703,0.16666666666666,26552,14923,0.5391,0.925,2011-01-01
Altierus Career College-Norcross,Private,Southeast,,,,0.8535852297,26700,573,,27276,13536,0.5672,0.4284,2011-01-01
Strayer University-Tennessee,Private,Southeast,,,,0.6851560534,51700,1626,0,31554,15480,0.869,0.8414,2011-01-01
Strayer University-Pennsylvania,Private,Mid East,,,,0.6851560534,51700,2236,0.06666666666666,31329,14805,0.8228,0.7791,2011-01-01
Altierus Career College-Arlington,Private,Southwest,,,,0.6446769791,23400,652,,35987,14976,0.5368,0.6227,2011-01-01
University of Phoenix-Columbus Georgia Campus,Private,Southeast,,,,0.7071921286,53400,1089,0.0062893081761,27053,10858,0.7805,0.729,2011-01-01
University of Phoenix-Memphis Campus,Private,Southeast,,,,0.7071921286,53400,1264,0,27175,10858,0.8212,0.7574,2011-01-01
University of Phoenix-Columbus Ohio Campus,Private,Great Lakes,,,,0.7071921286,53400,189,0.01666666666666,27387,11981,0.7937,0.6744,2011-01-01
University of Phoenix-Little Rock Campus,Private,Southeast,,,,0.7071921286,53400,919,0,26260,9859,0.7802,0.7357,2011-01-01
DeVry University-Nevada,Private,Far West,,0.9158,,0.4830111389,46500,382,0,31116,15188,0.7292,0.8365,2011-01-01
Altierus Career College-Tacoma,Private,Far West,,0.5991,,0.833301869,29700,1039,,26482,11736,0.5602,0.5762,2011-01-01
DeVry University-Oregon,Private,Far West,,1,,0.4830111389,46500,213,0,32865,15188,0.7591,0.8762,2011-01-01
National University College-Rio Grande,Private,Outlying Areas,,0.9296,,0.6759702923,16700,1476,,16216,10695,0.4797,0.2745,2011-01-01
Westwood College-Houston South,Private,Southwest,,0.4353,,0.4678003903,35000,200,,26790,14498,0.405,0.8079,2011-01-01
Remington College-Cleveland West Campus,Private,Great Lakes,,0.6154,,0.8082165109,22500,336,,25970,15995,0.5982,0.7597,2011-01-01
Colorado Technical University-Online,Private,Rocky Mountains,,,,0.657345786,44100,22276,0.09148665819567,26217,12760,0.8915,0.8919,2011-01-01
Baker College of Allen Park,Private,Great Lakes,,,,0.6666965594,26500,3937,0,17623,7560,0.6436,0.729,2011-01-01
Daymar College-Murfreesboro,Private,Southeast,,,,0.7628669462,22500,465,,29875,18100,0.6925,0.906,2011-01-01
Baptist University of the Americas,Private,Southwest,,,,0.3367346939,,210,0,13865,6600,0.3861,0.1366,2011-01-01
Beis Medrash Heichal Dovid,Private,Mid East,,1,,,,122,0.04,17275,6900,0.0164,0,2011-01-01
Jones International University,Private,Rocky Mountains,,,,0.6789984209,,2281,0.66666666666666,19608,12480,0.8033,0.6495,2011-01-01
Charlotte Christian College and Theological Seminary,Private,Southeast,,,,0.5294117647,,107,0,23705,7550,0.9252,0.6104,2011-01-01
The Art Institute of Tucson,Private,Southwest,,0.566,,0.716925205,25200,491,0,33203,17616,0.4521,0.8528,2011-01-01
Centura College-Columbia,Private,Southeast,,,,0.8111217641,20600,153,,27470,12867,0.5882,0.2336,2011-01-01
Montgomery County Community College-West Campus,Public,Mid East,,,,0.5840423824,35500,2910,,11015,10530,0.3609,0.2263,2011-01-01
American InterContinental University,Private,Great Lakes,,0.9794,,0.6383245745,43000,14686,,24542,13050,0.8701,0.9087,2011-01-01
Westwood College-Atlanta Peachtree Center Campus,Private,Southeast,,0.5303,,0.5365025467,29800,581,0.2,27184,14923,0.5353,0.8403,2011-01-01
ITT Technical Institute-Eden Prairie,Private,Plains,,0.7244,,0.2879451453,38400,523,0.06896551724137,26747,18048,0.6272,0.8125,2011-01-01
Virginia College-Mobile,Private,Southeast,,,,0.8010335917,26400,670,,23413,15525,0.3269,0.2303,2011-01-01
Le Cordon Bleu College of Culinary Arts-Las Vegas,Private,Far West,,,,0.4731411229,32900,803,,29263,14114,0.6152,0.8047,2011-01-01
International Academy of Design and Technology-Troy,Private,Great Lakes,,,,0.4334019406,25200,849,0.28235294117647,22634,12825,0.4429,0.9313,2011-01-01
American InterContinental University-Houston,Private,Southwest,,1,,0.6383245745,43000,461,0.08510638297872,27542,14070,0.6204,0.8698,2011-01-01
Sanford-Brown College-Houston North Loop,Private,Southwest,,,,0.8793424087,27200,520,,23518,14372,0.6192,0.8294,2011-01-01
University of California-Merced,Public,Far West,,0.8862,1007,0.5479402114,,4938,0.33286118980169,27812,35948,0.0427,0.544,2011-01-01
Everest College-Fort Worth,Private,Southwest,,,,0.8138297872,23900,553,,26603,14976,0.557,0.4865,2011-01-01
Remington College-North Houston Campus,Private,Southwest,,0.728,,0.817091283,27200,596,,23191,14995,0.3708,0.795,2011-01-01
Remington College-Nashville Campus,Private,Southeast,,0.5614,,0.8020723832,26200,373,,26298,15495,0.4316,0.7568,2011-01-01
Westwood College-Northlake,Private,Southeast,,0.617,,0.570324575,32400,491,0.15,27370,14923,0.6151,0.8744,2011-01-01
University of Phoenix-New Jersey,Private,Mid East,,,,0.7071921286,53400,578,0.02380952380952,25586,9859,0.7439,0.6889,2011-01-01
University of Phoenix-Minnesota,Private,Plains,,,,0.7071921286,53400,235,0.01351351351351,28392,11981,0.7915,0.5652,2011-01-01
University of Phoenix-Kentucky,Private,Southeast,,,,0.7071921286,53400,227,0,26352,9859,0.793,0.6619,2011-01-01
DeVry University-Minnesota,Private,Plains,,0.7731,,0.4830111389,46500,464,0.5,31710,15188,0.7983,0.873,2011-01-01
Kaplan University-Council Bluffs Campus,Private,Plains,,,,0.7642739726,34400,269,0.5,32945,15372,0.8074,0.7089,2011-01-01
Altierus Career College-Orange Park,Private,Southeast,,,,0.6985418565,26200,817,0.5,26280,14976,0.7075,0.7312,2011-01-01
Everest College-McLean,Private,Southeast,,,,0.8194046938,24700,423,,30163,14688,0.435,0.5789,2011-01-01
Vatterott College-St Charles,Private,Plains,,,,0.4599363226,28700,323,,24325,11738,0.6285,0.5691,2011-01-01
Neumont College of Computer Science,Private,Rocky Mountains,,,,0.0984848485,27500,341,0.56603773584905,36501,23100,0.0792,0.919,2011-01-01
Johnson & Wales University-Charlotte,Private,Southeast,,0.6448,,0.5926971959,35100,2505,0.39756592292089,37097,25407,0.1144,0.8918,2011-01-01
University of Phoenix-Central Valley Campus,Private,Far West,,,,0.7071921286,53400,2314,0.00568181818181,27789,11981,0.7528,0.7408,2011-01-01
L'Ecole Culinaire-St Louis,Private,Plains,,,,0.5561643836,34200,477,,24183,13782,0.6331,0.7334,2011-01-01
Fortis Institute-Miami,Private,Southeast,,,,0.7804878049,23200,276,,15304,13483,0.6268,0.6134,2011-01-01
Minnesota School of Business-Waite Park,Private,Plains,,,,0.7017195767,35700,652,0.66666666666666,28803,15660,0.5394,0.8436,2011-01-01
Minnesota School of Business-Shakopee,Private,Plains,,,,0.7017195767,35700,255,0,32463,15660,0.5987,0.8179,2011-01-01
Ave Maria University,Private,Southeast,,0.4776,1097,0.468641115,,732,0.31081081081081,31675,20090,0.0487,0.5374,2011-01-01
Ecclesia College,Private,Southeast,,0.4138,,0.3167701863,,134,0.38461538461538,24767,15140,0.227,0.3942,2011-01-01
Los Angeles College of Music,Private,Far West,,0.6333,,0.313253012,,143,,33698,21000,0.3077,0.281,2011-01-01
Harrisburg University of Science and Technology,Private,Mid East,,,,0.5279187817,,219,0.03030303030303,25340,22500,0.148,0.4605,2011-01-01
The Art Institute of Ohio-Cincinnati,Private,Great Lakes,,0.7113,,0.5303146585,34900,726,,35241,17616,0.2948,0.8592,2011-01-01
Stevens-Henager College,Private,Rocky Mountains,,,,0.6296720936,31700,228,0.4,26249,15790,0.614,0.8717,2011-01-01
University of Phoenix-Springfield  Campus,Private,Plains,,,,0.7071921286,53400,143,0,26352,9859,0.7083,0.625,2011-01-01
University of Phoenix-Iowa,Private,Plains,,,,0.7071921286,53400,33,0,27312,10858,0.8182,0.9231,2011-01-01
University of Phoenix-San Antonio Campus,Private,Southwest,,,,0.7071921286,53400,1015,0.01063829787234,27552,11107,0.8828,0.5592,2011-01-01
University of Phoenix-Austin Campus,Private,Southwest,,,,0.7071921286,53400,624,0,26998,11107,0.8301,0.5407,2011-01-01
University of Phoenix-Richmond-Virginia Beach Campus,Private,Southeast,,,,0.7071921286,53400,545,0,25929,9859,0.844,0.5937,2011-01-01
University of Phoenix-Raleigh Campus,Private,Southeast,,,,0.7071921286,53400,450,0.02272727272727,27312,10858,0.9,0.6445,2011-01-01
Sanford-Brown College-Las Vegas,Private,Far West,,,,0.5147482812,27800,711,0.08474576271186,26434,14580,0.4655,0.9288,2011-01-01
Sanford-Brown College-Seattle,Private,Far West,,,,0.5147482812,27800,436,0.37777777777777,27154,13935,0.5298,0.8627,2011-01-01
International Academy of Design and Technology-Nashville,Private,Southeast,,,,0.4334019406,25200,538,0.33333333333333,25552,12975,0.4535,0.9382,2011-01-01
Le Cordon Bleu College of Culinary Arts-Miami,Private,Southeast,,,,0.4810827438,26000,1553,,28275,14170,0.709,0.8564,2011-01-01
Le Cordon Bleu College of Culinary Arts-Minneapolis,Private,Plains,,,,0.5001272588,28900,1005,,31407,14348,0.4448,0.7062,2011-01-01
McCann School of Business & Technology,Private,Southeast,,,,0.781230578,19200,503,,16557,9549,0.5586,0.9061,2011-01-01
ITT Technical Institute-Kansas City,Private,Plains,,0.8547,,0.2879451453,38400,642,0.09090909090909,26412,18048,0.6885,0.8863,2011-01-01
ITT Technical Institute-Kennesaw,Private,Southeast,,0.8074,,0.2879451453,38400,501,0,26591,18048,0.7265,0.8491,2011-01-01
ITT Technical Institute-Owings Mills,Private,Mid East,,0.898,,0.2879451453,38400,1190,,26170,18048,0.6227,0.8777,2011-01-01
ITT Technical Institute-Warrensville Heights,Private,Great Lakes,,0.4926,,0.2879451453,38400,474,,27080,18048,0.7426,0.9361,2011-01-01
Westwood College-Arlington Ballston,Private,Southeast,,0.5444,,0.4968186638,34200,469,,29361,15291,0.435,0.84,2011-01-01
Everest College-Mesa,Private,Southwest,,,,0.7300347222,28300,300,,27371,12420,0.5833,0.649,2011-01-01
AmeriTech College-Draper,Private,Rocky Mountains,,0.5068,,0.868385346,23800,596,,33315,26911,0.7953,0.7688,2011-01-01
Argosy University-Los Angeles,Private,Far West,,,,0.6835132483,38200,199,,25924,12612,0.6734,0.7947,2011-01-01
