County,Year,State,Region,Distance from Metro,Persistent Poverty,Access to Healthcare,% Obese,% Poor Health,Quality of Healthcare,Sexually Transmitted Infections,% Single-Parent Households,% Smokers,% Some College,% Uninsured,Violent Crime Rate
Strafford,2014-01-01,New Hampshire,Northeast,In Metropolitan,No,74,30,14,65.9,315,28,19,67.6,14,193
Sullivan,2014-01-01,New Hampshire,Northeast,Far from Metropolitan,No,69,27,12,67.8,159,31,20,58.2,14,160
Atlantic,2014-01-01,New Jersey,Northeast,In Metropolitan,No,76,27,18,60.5,409,39,20,55.4,17,526
Bergen,2014-01-01,New Jersey,Northeast,In Metropolitan,No,122,21,12,59.3,130,19,14,76.2,13,102
Burlington,2014-01-01,New Jersey,Northeast,In Metropolitan,No,86,27,12,61.7,243,26,15,68.2,11,145
Camden,2014-01-01,New Jersey,Northeast,In Metropolitan,No,99,28,17,57.1,588,38,19,61.1,14,622
Cape May,2014-01-01,New Jersey,Northeast,In Metropolitan,No,55,25,14,64.4,269,33,21,57.8,15,283
Cumberland,2014-01-01,New Jersey,Northeast,In Metropolitan,No,44,33,25,60.1,526,44,24,39,18,532
Essex,2014-01-01,New Jersey,Northeast,In Metropolitan,No,85,26,17,58.7,670,46,15,58.3,19,675
Gloucester,2014-01-01,New Jersey,Northeast,In Metropolitan,No,57,28,14,60.5,253,25,19,67.8,11,180
Hudson,2014-01-01,New Jersey,Northeast,In Metropolitan,No,53,24,23,50.6,328,44,16,67.3,22,473
Hunterdon,2014-01-01,New Jersey,Northeast,In Metropolitan,No,120,20,8,63.5,87,15,13,76,7,53
Mercer,2014-01-01,New Jersey,Northeast,In Metropolitan,No,102,25,14,66.7,405,31,13,63.6,14,449
Middlesex,2014-01-01,New Jersey,Northeast,In Metropolitan,No,93,23,14,59.4,215,24,12,70.7,15,186
Monmouth,2014-01-01,New Jersey,Northeast,In Metropolitan,No,114,22,11,62.5,187,21,16,71.5,12,198
Morris,2014-01-01,New Jersey,Northeast,In Metropolitan,No,102,21,9,64,103,15,13,77.1,9,76
Ocean,2014-01-01,New Jersey,Northeast,In Metropolitan,No,50,26,14,63.9,127,20,17,62.4,13,120
Passaic,2014-01-01,New Jersey,Northeast,In Metropolitan,No,58,25,21,58,393,37,17,52.4,21,489
Salem,2014-01-01,New Jersey,Northeast,In Metropolitan,No,42,33,17,62.7,326,38,25,55.5,13,261
Somerset,2014-01-01,New Jersey,Northeast,In Metropolitan,No,107,21,9,64.5,162,16,9,75.3,10,80
Sussex,2014-01-01,New Jersey,Northeast,In Metropolitan,No,55,26,12,54.7,110,17,18,68.2,10,56
Union,2014-01-01,New Jersey,Northeast,In Metropolitan,No,71,23,17,58.4,334,33,15,59.2,18,454
Warren,2014-01-01,New Jersey,Northeast,In Metropolitan,No,60,26,13,59.4,134,24,19,63.7,12,110
Bernalillo,2014-01-01,New Mexico,West,In Metropolitan,No,99,19,14,59,577,40,18,64.6,21,766
Catron,2014-01-01,New Mexico,West,Far from Metropolitan,No,54,25,23,36.1,,33,21,58,28,27
Chaves,2014-01-01,New Mexico,West,Far from Metropolitan,No,74,31,24,58.6,607,39,22,52.4,26,623
Cibola,2014-01-01,New Mexico,West,Adjacent to Metropolitan,Yes,61,31,22,41.6,607,49,19,35.1,26,637
Colfax,2014-01-01,New Mexico,West,Far from Metropolitan,No,51,25,18,53.3,330,37,21,57.7,21,337
Curry,2014-01-01,New Mexico,West,Far from Metropolitan,No,56,29,19,59.3,562,37,23,61,22,545
De Baca,2014-01-01,New Mexico,West,Far from Metropolitan,No,51,23,25,69.2,309,31,20,52.2,26,
Dona Ana,2014-01-01,New Mexico,West,In Metropolitan,Yes,55,25,22,58.2,580,38,16,59.9,26,382
Eddy,2014-01-01,New Mexico,West,Far from Metropolitan,No,54,29,21,53.7,380,34,21,49.2,18,628
Grant,2014-01-01,New Mexico,West,Far from Metropolitan,No,78,24,19,59.8,497,44,18,58.9,20,373
Guadalupe,2014-01-01,New Mexico,West,Far from Metropolitan,Yes,65,26,13,,346,41,33,44.6,21,596
Harding,2014-01-01,New Mexico,West,Far from Metropolitan,No,0,25,10,55.2,,18,,60.3,23,
Hidalgo,2014-01-01,New Mexico,West,Far from Metropolitan,No,,26,,35.4,555,49,,49.8,24,157
Lea,2014-01-01,New Mexico,West,Far from Metropolitan,No,37,33,22,51.1,671,35,21,43.1,24,471
Lincoln,2014-01-01,New Mexico,West,Far from Metropolitan,No,64,23,12,58.5,205,42,22,57.2,27,378
Los Alamos,2014-01-01,New Mexico,West,Adjacent to Metropolitan,No,170,19,9,75,110,22,10,86,5,227
Luna,2014-01-01,New Mexico,West,Adjacent to Metropolitan,Yes,47,26,21,46.5,779,47,19,36.7,28,632
McKinley,2014-01-01,New Mexico,West,Far from Metropolitan,Yes,72,36,17,38,1136,47,14,43.6,32,627
Mora,2014-01-01,New Mexico,West,Far from Metropolitan,No,,23,18,46.3,524,24,17,44.8,23,73
Otero,2014-01-01,New Mexico,West,Adjacent to Metropolitan,No,47,25,19,57.9,429,37,24,57.9,25,378
Quay,2014-01-01,New Mexico,West,Far from Metropolitan,No,44,25,25,51.6,421,29,28,41.8,22,618
Rio Arriba,2014-01-01,New Mexico,West,Adjacent to Metropolitan,No,40,24,24,55.4,712,46,22,51.9,24,455
Roosevelt,2014-01-01,New Mexico,West,Far from Metropolitan,Yes,64,27,17,48.1,543,34,23,56,25,439
Sandoval,2014-01-01,New Mexico,West,In Metropolitan,No,63,25,13,57.1,343,36,16,65.5,19,286
San Juan,2014-01-01,New Mexico,West,In Metropolitan,No,55,30,17,56.2,679,40,23,51.9,27,670
San Miguel,2014-01-01,New Mexico,West,Adjacent to Metropolitan,Yes,75,22,25,51.4,700,54,24,56.9,21,
Santa Fe,2014-01-01,New Mexico,West,In Metropolitan,No,100,14,15,62.1,359,38,16,57.8,25,388
Sierra,2014-01-01,New Mexico,West,Adjacent to Metropolitan,No,42,23,26,36.1,352,41,25,39.5,23,455
Socorro,2014-01-01,New Mexico,West,Adjacent to Metropolitan,Yes,50,27,22,43.3,537,53,17,50,25,638
Taos,2014-01-01,New Mexico,West,Far from Metropolitan,Yes,103,18,17,55.7,413,51,16,59,25,510
Torrance,2014-01-01,New Mexico,West,In Metropolitan,No,6,26,21,44,373,33,33,42.9,26,138
Union,2014-01-01,New Mexico,West,Far from Metropolitan,No,68,26,15,55.7,158,39,8,33.9,23,
Valencia,2014-01-01,New Mexico,West,In Metropolitan,No,30,28,21,51.9,370,36,23,56,22,522
Albany,2014-01-01,New York,Northeast,In Metropolitan,No,94,26,13,66.4,481,36,17,74.6,9,401
Allegany,2014-01-01,New York,Northeast,Far from Metropolitan,No,33,30,16,66,129,31,21,55.2,11,194
Bronx,2014-01-01,New York,Northeast,In Metropolitan,Yes,49,28,24,58,1296,64,18,48.6,16,591
Broome,2014-01-01,New York,Northeast,In Metropolitan,No,82,29,13,64.3,316,37,20,64.1,12,246
Cattaraugus,2014-01-01,New York,Northeast,Adjacent to Metropolitan,No,46,28,18,60,282,33,23,54.1,13,224
Cayuga,2014-01-01,New York,Northeast,Adjacent to Metropolitan,No,28,25,11,72,237,32,28,55.1,12,219
Chautauqua,2014-01-01,New York,Northeast,Adjacent to Metropolitan,No,51,28,16,64.9,383,36,24,58.2,10,215
Chemung,2014-01-01,New York,Northeast,In Metropolitan,No,70,29,19,73.4,496,37,23,58.1,10,204
Chenango,2014-01-01,New York,Northeast,Adjacent to Metropolitan,No,52,29,10,64.4,154,38,23,51.9,12,117
Clinton,2014-01-01,New York,Northeast,Far from Metropolitan,No,67,30,15,71.2,258,33,16,51,11,119
Columbia,2014-01-01,New York,Northeast,Adjacent to Metropolitan,No,50,24,13,66.2,160,35,14,62.2,12,149
Cortland,2014-01-01,New York,Northeast,Adjacent to Metropolitan,No,55,27,17,71.2,346,37,21,61.6,10,166
Delaware,2014-01-01,New York,Northeast,Adjacent to Metropolitan,No,40,26,12,63.7,107,34,16,53.3,13,148
Dutchess,2014-01-01,New York,Northeast,In Metropolitan,No,71,26,12,65.8,245,25,14,66.4,11,263
Erie,2014-01-01,New York,Northeast,In Metropolitan,No,80,29,13,60,552,37,16,70.6,10,496
Essex,2014-01-01,New York,Northeast,Adjacent to Metropolitan,No,33,27,8,65.2,130,32,14,53,12,129
Franklin,2014-01-01,New York,Northeast,Far from Metropolitan,No,74,29,15,70.7,167,35,19,48.3,14,114
Fulton,2014-01-01,New York,Northeast,Adjacent to Metropolitan,No,49,28,18,65.3,256,48,18,51.8,11,178
Genesee,2014-01-01,New York,Northeast,Adjacent to Metropolitan,No,35,29,12,59.4,258,29,18,62.8,12,175
Greene,2014-01-01,New York,Northeast,Adjacent to Metropolitan,No,35,30,11,60.5,251,32,27,50.6,12,207
Hamilton,2014-01-01,New York,Northeast,Adjacent to Metropolitan,No,21,26,,67.9,84,21,,61,15,61
Herkimer,2014-01-01,New York,Northeast,In Metropolitan,No,41,32,14,69.6,277,32,19,59.7,11,267
Jefferson,2014-01-01,New York,Northeast,In Metropolitan,No,39,29,14,69.4,478,32,26,59.6,11,176
Kings,2014-01-01,New York,Northeast,In Metropolitan,Yes,63,23,18,56.2,795,40,14,61.2,16,589
Lewis,2014-01-01,New York,Northeast,Adjacent to Metropolitan,No,59,26,17,67.6,151,25,20,45.8,13,100
Livingston,2014-01-01,New York,Northeast,In Metropolitan,No,49,29,10,62.9,178,30,17,61.6,9,85
Madison,2014-01-01,New York,Northeast,In Metropolitan,No,60,27,15,73.7,179,31,22,60.7,10,75
Monroe,2014-01-01,New York,Northeast,In Metropolitan,No,100,30,17,56.2,672,39,18,72,10,363
Montgomery,2014-01-01,New York,Northeast,Adjacent to Metropolitan,No,58,27,12,66.6,248,39,31,55.1,11,184
Nassau,2014-01-01,New York,Northeast,In Metropolitan,No,147,22,11,64.7,245,20,12,73,10,174
New York,2014-01-01,New York,Northeast,In Metropolitan,No,132,16,16,61.7,784,44,13,82.3,12,592
Niagara,2014-01-01,New York,Northeast,In Metropolitan,No,43,30,14,64.5,417,35,23,63.4,11,384
Oneida,2014-01-01,New York,Northeast,In Metropolitan,No,73,28,14,70.3,321,37,23,60.4,11,252
Onondaga,2014-01-01,New York,Northeast,In Metropolitan,No,91,28,13,72.5,541,37,16,69.5,11,356
Ontario,2014-01-01,New York,Northeast,In Metropolitan,No,82,28,8,59.6,251,28,15,71.3,10,130
Orange,2014-01-01,New York,Northeast,In Metropolitan,No,70,24,17,65.2,284,23,21,62.1,12,264
Orleans,2014-01-01,New York,Northeast,In Metropolitan,No,23,32,19,59.5,432,38,29,50.4,12,181
Oswego,2014-01-01,New York,Northeast,In Metropolitan,No,35,34,16,67.4,175,35,30,53.5,11,150
Otsego,2014-01-01,New York,Northeast,Far from Metropolitan,No,99,27,14,70.2,273,33,18,61,11,207
Putnam,2014-01-01,New York,Northeast,In Metropolitan,No,54,31,6,65.8,108,14,10,72.1,9,74
Queens,2014-01-01,New York,Northeast,In Metropolitan,No,65,23,18,56,575,33,13,61.6,20,589
Rensselaer,2014-01-01,New York,Northeast,In Metropolitan,No,53,26,17,61.8,338,35,19,66.7,10,326
Richmond,2014-01-01,New York,Northeast,In Metropolitan,No,93,28,12,59.1,343,27,18,65.6,10,588
Rockland,2014-01-01,New York,Northeast,In Metropolitan,No,98,24,12,65.1,237,17,9,66.9,12,160
St. Lawrence,2014-01-01,New York,Northeast,Adjacent to Metropolitan,No,55,30,19,71.6,199,35,27,56.5,12,150
Saratoga,2014-01-01,New York,Northeast,In Metropolitan,No,77,26,12,66.2,168,23,16,74.7,8,67
Schenectady,2014-01-01,New York,Northeast,In Metropolitan,No,74,27,15,64.6,446,36,18,66.1,11,451
Schoharie,2014-01-01,New York,Northeast,In Metropolitan,No,25,30,10,59.4,147,29,25,56.9,11,60
Schuyler,2014-01-01,New York,Northeast,Adjacent to Metropolitan,No,60,29,15,73,169,20,29,59,12,79
Seneca,2014-01-01,New York,Northeast,Adjacent to Metropolitan,No,26,28,24,68.9,253,32,23,53.3,12,158
Steuben,2014-01-01,New York,Northeast,Adjacent to Metropolitan,No,61,31,15,68.1,246,34,30,59.7,12,149
Suffolk,2014-01-01,New York,Northeast,In Metropolitan,No,73,25,11,64.2,235,23,18,64.3,11,162
Sullivan,2014-01-01,New York,Northeast,Adjacent to Metropolitan,No,47,29,15,54.4,408,34,26,53,14,260
Tioga,2014-01-01,New York,Northeast,In Metropolitan,No,25,29,14,63.5,210,23,14,59.6,10,65
Tompkins,2014-01-01,New York,Northeast,In Metropolitan,No,83,22,12,70.8,270,28,13,81,11,158
Ulster,2014-01-01,New York,Northeast,In Metropolitan,No,73,27,12,63.2,221,32,23,63.5,13,217
Warren,2014-01-01,New York,Northeast,In Metropolitan,No,111,29,13,71.7,283,31,25,62.1,10,141
Washington,2014-01-01,New York,Northeast,In Metropolitan,No,35,28,16,67.8,239,31,28,44.5,11,130
Wayne,2014-01-01,New York,Northeast,In Metropolitan,No,35,31,21,58.4,279,31,21,59.1,11,159
Westchester,2014-01-01,New York,Northeast,In Metropolitan,No,141,17,12,65.6,314,27,13,68.6,12,258
Wyoming,2014-01-01,New York,Northeast,Adjacent to Metropolitan,No,50,30,14,56.1,222,31,18,51.9,11,93
Yates,2014-01-01,New York,Northeast,In Metropolitan,No,59,26,,66.2,310,22,25,44,13,56
Alamance,2014-01-01,North Carolina,South,In Metropolitan,No,55,34,19,71.8,460,41,24,57.8,21,426
Alexander,2014-01-01,North Carolina,South,In Metropolitan,No,19,27,18,66.9,213,26,26,41.9,19,162
Alleghany,2014-01-01,North Carolina,South,Far from Metropolitan,No,109,25,23,72,208,36,27,46.4,27,
Anson,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,45,35,19,65.8,725,58,20,37.7,17,456
Ashe,2014-01-01,North Carolina,South,Far from Metropolitan,No,44,23,23,70.5,103,27,24,47.3,22,140
Avery,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,28,29,22,58,57,24,25,53.4,26,127
Beaufort,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,50,34,19,72,463,40,28,52.6,19,384
Bertie,2014-01-01,North Carolina,South,Far from Metropolitan,Yes,24,35,28,70.4,848,50,19,40.7,17,174
Bladen,2014-01-01,North Carolina,South,Adjacent to Metropolitan,Yes,26,36,27,64.2,553,48,21,51.4,22,370
Brunswick,2014-01-01,North Carolina,South,In Metropolitan,No,43,30,18,76,340,34,21,59.6,20,224
Buncombe,2014-01-01,North Carolina,South,In Metropolitan,No,126,24,14,70.3,317,34,20,68.7,20,259
Burke,2014-01-01,North Carolina,South,In Metropolitan,No,58,29,22,67.3,232,32,24,50.1,20,157
Cabarrus,2014-01-01,North Carolina,South,In Metropolitan,No,89,31,16,68.5,397,26,19,64.6,18,150
Caldwell,2014-01-01,North Carolina,South,In Metropolitan,No,44,30,21,71.1,329,32,23,50.8,19,162
Camden,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,20,30,20,71.9,180,21,17,68.7,16,63
Carteret,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,73,29,18,72.7,301,38,21,63.6,19,295
Caswell,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,4,33,21,71.5,325,44,36,46.5,18,214
Catawba,2014-01-01,North Carolina,South,In Metropolitan,No,66,28,18,65.5,372,32,23,56.2,20,341
Chatham,2014-01-01,North Carolina,South,In Metropolitan,No,45,26,19,68.6,238,26,20,60.9,19,178
Cherokee,2014-01-01,North Carolina,South,Far from Metropolitan,No,44,28,21,62.3,125,26,25,57.9,22,207
Chowan,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,74,30,23,71,471,46,30,47.2,19,277
Clay,2014-01-01,North Carolina,South,Far from Metropolitan,No,47,26,18,66.8,66,22,21,54.9,22,157
Cleveland,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,51,30,19,64.3,518,41,24,53.8,18,215
Columbus,2014-01-01,North Carolina,South,Adjacent to Metropolitan,Yes,40,32,29,66.5,655,45,23,56.2,21,450
Craven,2014-01-01,North Carolina,South,In Metropolitan,No,66,32,15,80.8,773,35,22,62.7,19,330
Cumberland,2014-01-01,North Carolina,South,In Metropolitan,No,76,34,18,57.8,1124,44,22,69.3,16,554
Currituck,2014-01-01,North Carolina,South,In Metropolitan,No,17,29,,62.9,276,27,26,58.7,18,207
Dare,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,76,28,21,65.8,274,34,31,68.6,20,356
Davidson,2014-01-01,North Carolina,South,In Metropolitan,No,32,29,21,62.3,327,31,26,49.7,19,239
Davie,2014-01-01,North Carolina,South,In Metropolitan,No,39,28,15,67.1,181,27,23,53.8,16,207
Duplin,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,25,36,34,62.5,423,40,20,44.4,27,306
Durham,2014-01-01,North Carolina,South,In Metropolitan,No,124,29,17,67.6,710,42,14,71.2,19,641
Edgecombe,2014-01-01,North Carolina,South,In Metropolitan,No,27,37,20,70.6,1192,54,21,49.6,18,606
Forsyth,2014-01-01,North Carolina,South,In Metropolitan,No,100,26,14,65.6,766,39,20,63.2,19,564
Franklin,2014-01-01,North Carolina,South,In Metropolitan,No,20,33,17,67.3,298,26,27,51,21,146
Gaston,2014-01-01,North Carolina,South,In Metropolitan,No,66,27,21,61,705,37,26,57,19,443
Gates,2014-01-01,North Carolina,South,In Metropolitan,No,8,33,20,62.1,457,37,,48.8,17,
Graham,2014-01-01,North Carolina,South,Far from Metropolitan,No,23,30,24,60.8,125,15,22,44.4,23,
Granville,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,45,30,19,69.7,394,37,23,51.5,17,385
Greene,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,9,32,38,65,571,36,,47.5,23,249
Guilford,2014-01-01,North Carolina,South,In Metropolitan,No,75,27,12,68.5,1028,40,17,66.9,19,505
Halifax,2014-01-01,North Carolina,South,Adjacent to Metropolitan,Yes,55,38,30,67.3,687,52,21,49.2,18,538
Harnett,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,30,33,19,65.7,403,34,26,62.3,21,307
Haywood,2014-01-01,North Carolina,South,In Metropolitan,No,73,26,18,69.4,243,36,26,54.6,18,261
Henderson,2014-01-01,North Carolina,South,In Metropolitan,No,77,22,17,70.4,195,25,17,62.9,21,156
Hertford,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,57,34,26,73.3,929,54,27,53.1,18,295
Hoke,2014-01-01,North Carolina,South,In Metropolitan,No,6,33,22,65.1,613,40,20,61.8,23,166
Hyde,2014-01-01,North Carolina,South,Far from Metropolitan,No,17,32,,66,275,41,,43.7,24,
Iredell,2014-01-01,North Carolina,South,In Metropolitan,No,67,28,17,66.1,354,30,20,62.6,18,277
Jackson,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,97,33,21,64,439,37,22,58.2,26,390
Johnston,2014-01-01,North Carolina,South,In Metropolitan,No,31,33,20,69.1,319,31,25,58.9,19,214
Jones,2014-01-01,North Carolina,South,In Metropolitan,No,60,34,19,71.3,459,42,44,55.4,21,
Lee,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,54,29,20,64.5,478,38,20,48.4,22,216
Lenoir,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,46,34,25,68.6,587,52,16,50.8,20,674
Lincoln,2014-01-01,North Carolina,South,In Metropolitan,No,46,28,20,63.7,256,28,17,56.4,19,145
McDowell,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,38,34,29,59.9,171,34,23,51.6,17,137
Macon,2014-01-01,North Carolina,South,Far from Metropolitan,No,79,25,17,68.4,235,36,21,49.5,24,106
Madison,2014-01-01,North Carolina,South,In Metropolitan,No,53,30,20,62.9,269,30,22,56.2,19,50
Martin,2014-01-01,North Carolina,South,Adjacent to Metropolitan,Yes,37,34,22,69.7,641,41,12,54,18,503
Mecklenburg,2014-01-01,North Carolina,South,In Metropolitan,No,87,26,14,64.9,796,36,14,72,18,581
Mitchell,2014-01-01,North Carolina,South,Far from Metropolitan,No,91,29,20,59,104,30,26,52.3,20,
Montgomery,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,29,31,,65.2,369,34,,49.4,24,215
Moore,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,92,29,15,75.5,293,33,15,69.6,18,225
Nash,2014-01-01,North Carolina,South,In Metropolitan,No,60,33,20,69.1,660,42,22,53.8,18,577
New Hanover,2014-01-01,North Carolina,South,In Metropolitan,No,88,26,15,74,572,36,18,74.9,19,469
Northampton,2014-01-01,North Carolina,South,Far from Metropolitan,Yes,9,31,25,69.4,621,64,22,39.1,17,274
Onslow,2014-01-01,North Carolina,South,In Metropolitan,No,33,28,17,65.7,666,30,25,67.7,15,283
Orange,2014-01-01,North Carolina,South,In Metropolitan,No,198,21,13,74.3,405,26,12,77.5,16,181
Pamlico,2014-01-01,North Carolina,South,In Metropolitan,No,38,30,,76.4,288,29,,52,19,206
Pasquotank,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,54,33,21,74.3,641,35,35,60,18,405
Pender,2014-01-01,North Carolina,South,In Metropolitan,No,32,29,15,70.5,307,41,28,58.6,20,318
Perquimans,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,22,32,20,73,282,32,21,55.4,18,107
Person,2014-01-01,North Carolina,South,In Metropolitan,No,33,33,14,65.3,487,37,27,57,17,348
Pitt,2014-01-01,North Carolina,South,In Metropolitan,Yes,99,36,17,67.7,1143,45,19,69,17,
Polk,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,54,23,11,67.3,104,37,19,52.1,20,122
Randolph,2014-01-01,North Carolina,South,In Metropolitan,No,48,29,19,64,292,35,23,48,22,152
Richmond,2014-01-01,North Carolina,South,Far from Metropolitan,No,43,31,27,65.6,442,46,26,48.2,22,548
Robeson,2014-01-01,North Carolina,South,Adjacent to Metropolitan,Yes,44,41,26,58.8,854,56,26,42.5,26,867
Rockingham,2014-01-01,North Carolina,South,In Metropolitan,No,42,32,24,59.9,447,40,28,51.7,18,313
Rowan,2014-01-01,North Carolina,South,In Metropolitan,No,43,33,22,63.5,488,37,25,52,19,328
Rutherford,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,55,30,24,63.1,347,32,27,56,19,245
Sampson,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,50,37,26,66.8,443,42,17,44.8,23,220
Scotland,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,75,36,28,68.8,653,57,25,43.8,20,512
Stanly,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,43,27,26,67.4,370,32,25,56,18,229
Stokes,2014-01-01,North Carolina,South,In Metropolitan,No,17,26,18,59.2,231,32,36,48.9,17,341
Surry,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,72,31,24,61.5,239,31,28,51.9,21,246
Swain,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,107,34,22,56.9,691,31,30,56.3,23,427
Transylvania,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,70,24,11,70.5,335,35,23,58.4,21,180
Tyrrell,2014-01-01,North Carolina,South,Far from Metropolitan,Yes,,31,,69.8,573,57,,36.9,25,147
Union,2014-01-01,North Carolina,South,In Metropolitan,No,57,27,16,64.7,253,20,16,65.8,17,166
Vance,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,51,33,27,69,1079,57,28,43.1,19,596
Wake,2014-01-01,North Carolina,South,In Metropolitan,No,80,25,11,70.2,534,28,13,77.6,15,274
Warren,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,14,35,19,69.5,566,45,23,43.5,21,247
Washington,2014-01-01,North Carolina,South,Far from Metropolitan,Yes,39,33,18,61.4,640,56,,56,16,923
Watauga,2014-01-01,North Carolina,South,Far from Metropolitan,No,82,28,13,71.6,179,26,16,71.2,20,110
Wayne,2014-01-01,North Carolina,South,In Metropolitan,No,52,34,18,69.9,728,42,24,58.5,20,463
Wilkes,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,43,29,20,74.1,200,29,28,49.4,21,245
Wilson,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,41,35,16,67.6,665,44,12,52.1,20,423
Yadkin,2014-01-01,North Carolina,South,In Metropolitan,No,29,30,21,64.1,188,24,26,47.4,21,250
Yancey,2014-01-01,North Carolina,South,Adjacent to Metropolitan,No,73,29,19,65.6,153,18,21,51,23,110
Adams,2014-01-01,North Dakota,Midwest,Far from Metropolitan,No,347,33,13,62.9,,25,11,65.8,14,58
Barnes,2014-01-01,North Dakota,Midwest,Adjacent to Metropolitan,No,72,27,10,69.4,190,27,16,68.9,12,42
Benson,2014-01-01,North Dakota,Midwest,Far from Metropolitan,Yes,,36,18,80.5,1145,57,35,54,17,30
Billings,2014-01-01,North Dakota,Midwest,Far from Metropolitan,No,0,31,,72.2,,3,,76.5,15,190
Bottineau,2014-01-01,North Dakota,Midwest,Far from Metropolitan,No,31,31,11,56.7,171,23,23,73.8,15,0
Bowman,2014-01-01,North Dakota,Midwest,Far from Metropolitan,No,96,32,14,66.7,223,11,11,74.2,12,
Burke,2014-01-01,North Dakota,Midwest,Far from Metropolitan,No,,31,8,69.7,,22,25,63.2,10,135
Burleigh,2014-01-01,North Dakota,Midwest,In Metropolitan,No,105,27,10,68.9,397,25,13,78,10,235
Cass,2014-01-01,North Dakota,Midwest,In Metropolitan,No,110,27,10,73,322,25,16,81.7,11,269
