filename, fullpath, group, FirstPer , SelfDisclosure , SelfReluctance , Autobio , PrivateThinking , Disclosure , Intensity , Immediacy , SubjectiveTime , SubjectivePercept , Confidence , Uncertainty , Positivity , Negativity , Anger , Fear , Sad , Reluctance , Apology , SenseProperty , SenseObject , SpaceRelation , SceneShift , Motions , DialogCues , OralCues , In_Media , CommonAuthorities , Responsibility , StandardsPos , Innovations , StandardsNeg , AbstractConcepts , CommunicatorRole , LangRef , Precedent_Defending , ReceivedPOV , ConfirmedThght , Citations , Neg_Citation , Repair_Citation , Speculative_Citation , Authoritative_Citation , Contested_Citation , Attack_Citation , Quotation , Metadiscourse , ProjectAhead , PredictedFuture , ProjectBack , Future_in_Past , Promise , Self_Promise , Reassure , Reinforce , Acknowledge , Inclusive , Negative_Relation , Confront , ReasonForward , ReasonBackward , DirectReasoning , Support , Contingency , DenyDisclaim , Concessive , Resistance , Curiosity , Question , Future_Question , OpenQuery , DirectAddress , Request , FollowUp , Feedback , PosFeedback , NegFeedback , PriorKnowledge , Generalization , Example , Exceptions , Comparison , Resemblances , Specifiers , Definition , Numbers , ReportingStates , ReportingEvents , RecurringEvents , GenericEvents , Sequence , MatureProcess , Cause , Consequence , Transformation , Substitution , Updates , Precedent_Setting , Imperative , Procedures , MoveBody , ConfirmExperience , ErrorRecovery , Insist , Narrative_Verbs , TimeShift , TimeDuration , Biographical_Time , TimeDate , Aside , PersonPronoun , Positive_Attribution , Negative_Attribution , Neutral_Attribution , PersonProperty , <untagged>, <not-word>, <words>, <tokens>
DickensBleakHouse1853 , C:\Users\gleicher\DigHum\Novels\1840-1859\DickensBleakHouse1853.txt , 1840-1859 , 1.808, 0.765, 0.009, 0.391, 0.432, 0.098, 1.174, 0.452, 0.270, 1.133, 0.422, 0.534, 1.361, 1.120, 0.081, 0.106, 0.113, 0.023, 0.007, 1.544, 3.143, 1.662, 0.362, 0.877, 0.152, 0.115, 0.004, 0.482, 0.065, 1.203, 0.014, 0.320, 2.553, 0.004, 0.282, 0.003, 0.034, 0.004, 0.867, 0.000, 0.050, 0.000, 0.006, 0.003, 0.000, 0.017, 0.137, 0.554, 0.173, 1.454, 0.006, 0.005, 0.003, 0.050, 0.001, 0.050, 0.289, 0.137, 0.036, 0.255, 0.059, 0.007, 0.009, 0.935, 0.971, 0.079, 0.767, 0.236, 0.782, 0.034, 0.018, 1.178, 0.085, 0.008, 0.001, 0.020, 0.002, 0.049, 0.228, 0.011, 0.103, 0.544, 0.178, 1.138, 0.001, 0.335, 0.923, 2.612, 0.369, 0.273, 0.587, 0.007, 0.070, 0.021, 0.280, 0.019, 0.362, 0.005, 0.064, 0.008, 0.003, 0.008, 0.000, 0.296, 0.219, 0.230, 0.584, 0.203, 0.021, 0.076, 1.948, 0.009, 0.005, 0.254, 2.056, 29.536, 2.456, 344898, 433917
DickensDombeyandSon1848 , C:\Users\gleicher\DigHum\Novels\1840-1859\DickensDombeyandSon1848.txt , 1840-1859 , 0.871, 0.428, 0.006, 0.140, 0.538, 0.117, 1.119, 0.435, 0.273, 1.253, 0.383, 0.470, 1.371, 1.221, 0.125, 0.131, 0.169, 0.024, 0.004, 1.873, 3.431, 1.795, 0.396, 0.947, 0.194, 0.215, 0.002, 0.405, 0.058, 1.212, 0.013, 0.369, 2.695, 0.006, 0.234, 0.003, 0.035, 0.003, 0.827, 0.000, 0.067, 0.000, 0.004, 0.003, 0.000, 0.013, 0.104, 0.545, 0.126, 1.956, 0.007, 0.009, 0.001, 0.054, 0.001, 0.043, 0.150, 0.243, 0.024, 0.237, 0.037, 0.004, 0.009, 0.902, 0.935, 0.077, 0.787, 0.221, 0.623, 0.030, 0.016, 1.010, 0.077, 0.005, 0.000, 0.018, 0.002, 0.035, 0.205, 0.014, 0.109, 0.562, 0.204, 1.183, 0.001, 0.260, 0.678, 2.704, 0.386, 0.246, 0.567, 0.004, 0.055, 0.027, 0.305, 0.029, 0.288, 0.003, 0.079, 0.004, 0.003, 0.008, 0.000, 0.224, 0.446, 0.262, 0.649, 0.216, 0.022, 0.084, 2.505, 0.008, 0.003, 0.210, 2.131, 30.039, 2.645, 340896, 428960
DickensHardTimes1854 , C:\Users\gleicher\DigHum\Novels\1840-1859\DickensHardTimes1854.txt , 1840-1859 , 1.271, 0.609, 0.004, 0.218, 0.413, 0.086, 1.075, 0.484, 0.271, 1.082, 0.433, 0.507, 1.034, 1.223, 0.204, 0.085, 0.116, 0.021, 0.004, 1.495, 2.813, 1.678, 0.421, 0.801, 0.163, 0.235, 0.003, 0.435, 0.050, 1.130, 0.015, 0.409, 2.596, 0.011, 0.307, 0.006, 0.031, 0.002, 0.788, 0.001, 0.043, 0.000, 0.006, 0.002, 0.000, 0.019, 0.134, 0.542, 0.162, 1.967, 0.013, 0.005, 0.000, 0.053, 0.000, 0.033, 0.158, 0.162, 0.031, 0.267, 0.056, 0.007, 0.011, 0.998, 1.031, 0.089, 0.758, 0.229, 0.755, 0.033, 0.017, 1.527, 0.078, 0.006, 0.002, 0.018, 0.001, 0.048, 0.245, 0.014, 0.116, 0.587, 0.164, 1.156, 0.006, 0.347, 0.716, 2.658, 0.319, 0.284, 0.533, 0.002, 0.058, 0.022, 0.322, 0.024, 0.285, 0.003, 0.077, 0.009, 0.006, 0.017, 0.000, 0.266, 0.344, 0.254, 0.612, 0.265, 0.014, 0.058, 2.242, 0.006, 0.006, 0.271, 1.971, 29.525, 3.542, 100287, 127220
DickensLittleDorrit1857 , C:\Users\gleicher\DigHum\Novels\1840-1859\DickensLittleDorrit1857.txt , 1840-1859 , 1.054, 0.553, 0.006, 0.199, 0.492, 0.106, 1.109, 0.415, 0.290, 1.228, 0.424, 0.508, 1.290, 1.236, 0.111, 0.101, 0.110, 0.024, 0.009, 1.674, 3.197, 1.649, 0.349, 0.811, 0.146, 0.145, 0.001, 0.522, 0.059, 1.226, 0.024, 0.389, 2.662, 0.005, 0.265, 0.002, 0.033, 0.007, 0.796, 0.001, 0.047, 0.000, 0.005, 0.003, 0.000, 0.021, 0.126, 0.561, 0.145, 2.220, 0.011, 0.006, 0.001, 0.051, 0.001, 0.054, 0.207, 0.162, 0.028, 0.230, 0.058, 0.008, 0.007, 0.993, 1.052, 0.081, 0.777, 0.207, 0.721, 0.033, 0.020, 1.239, 0.076, 0.003, 0.000, 0.016, 0.000, 0.039, 0.218, 0.014, 0.110, 0.585, 0.183, 1.249, 0.001, 0.335, 0.657, 2.695, 0.356, 0.297, 0.603, 0.007, 0.067, 0.022, 0.327, 0.027, 0.299, 0.004, 0.080, 0.011, 0.005, 0.011, 0.000, 0.283, 0.400, 0.243, 0.667, 0.244, 0.018, 0.075, 2.356, 0.010, 0.006, 0.240, 1.909, 28.775, 2.656, 329998, 409195
DickensTheLifeAndAdventuresOfMartinChuzzlewit1844 , C:\Users\gleicher\DigHum\Novels\1840-1859\DickensTheLifeAndAdventuresOfMartinChuzzlewit1844.txt , 1840-1859 , 0.985, 0.475, 0.007, 0.170, 0.457, 0.102, 1.243, 0.450, 0.259, 1.223, 0.464, 0.507, 1.495, 1.151, 0.118, 0.095, 0.118, 0.020, 0.005, 1.434, 3.289, 1.627, 0.324, 0.927, 0.278, 0.250, 0.003, 0.425, 0.060, 1.318, 0.016, 0.371, 2.783, 0.008, 0.251, 0.003, 0.045, 0.004, 0.939, 0.000, 0.077, 0.000, 0.004, 0.003, 0.000, 0.013, 0.131, 0.558, 0.148, 1.951, 0.006, 0.006, 0.003, 0.058, 0.002, 0.041, 0.198, 0.163, 0.034, 0.256, 0.053, 0.006, 0.007, 0.958, 0.988, 0.089, 0.820, 0.219, 0.724, 0.025, 0.015, 1.260, 0.067, 0.006, 0.001, 0.021, 0.001, 0.043, 0.216, 0.021, 0.114, 0.606, 0.168, 1.288, 0.002, 0.332, 0.734, 2.564, 0.330, 0.261, 0.553, 0.007, 0.060, 0.029, 0.293, 0.015, 0.328, 0.004, 0.144, 0.006, 0.003, 0.012, 0.000, 0.261, 0.391, 0.233, 0.558, 0.209, 0.015, 0.112, 2.137, 0.010, 0.005, 0.239, 2.006, 29.680, 2.320, 327831, 416426
DickensTheOldCuriosityShop1840 , C:\Users\gleicher\DigHum\Novels\1840-1859\DickensTheOldCuriosityShop1840.txt , 1840-1859 , 0.709, 0.299, 0.005, 0.144, 0.495, 0.107, 1.245, 0.453, 0.351, 1.278, 0.418, 0.560, 1.519, 1.291, 0.089, 0.157, 0.179, 0.020, 0.004, 1.953, 3.674, 1.854, 0.410, 1.118, 0.203, 0.199, 0.001, 0.369, 0.052, 1.169, 0.011, 0.358, 2.180, 0.010, 0.216, 0.001, 0.027, 0.005, 0.780, 0.001, 0.105, 0.000, 0.005, 0.006, 0.000, 0.013, 0.117, 0.586, 0.120, 2.196, 0.006, 0.008, 0.002, 0.044, 0.001, 0.037, 0.197, 0.195, 0.031, 0.271, 0.047, 0.006, 0.014, 0.898, 0.877, 0.072, 0.864, 0.214, 0.682, 0.029, 0.027, 0.986, 0.066, 0.004, 0.000, 0.014, 0.001, 0.042, 0.217, 0.013, 0.131, 0.600, 0.166, 1.219, 0.003, 0.320, 0.678, 2.863, 0.385, 0.252, 0.662, 0.006, 0.070, 0.031, 0.349, 0.024, 0.323, 0.005, 0.072, 0.004, 0.004, 0.013, 0.000, 0.247, 0.499, 0.276, 0.734, 0.221, 0.012, 0.117, 2.346, 0.009, 0.004, 0.220, 2.403, 28.232, 2.049, 210740, 259396
DickensThePersonalHistoryOfDavidCopperfield1850 , C:\Users\gleicher\DigHum\Novels\1840-1859\DickensThePersonalHistoryOfDavidCopperfield1850.txt , 1840-1859 , 2.480, 1.061, 0.011, 0.859, 0.489, 0.084, 1.155, 0.389, 0.277, 1.077, 0.419, 0.526, 1.370, 1.068, 0.090, 0.123, 0.143, 0.020, 0.007, 1.439, 2.870, 1.576, 0.443, 0.870, 0.148, 0.166, 0.003, 0.347, 0.067, 1.064, 0.011, 0.322, 2.278, 0.004, 0.233, 0.002, 0.041, 0.005, 0.955, 0.001, 0.067, 0.000, 0.005, 0.003, 0.000, 0.017, 0.125, 0.562, 0.124, 2.050, 0.011, 0.011, 0.003, 0.054, 0.001, 0.047, 0.341, 0.144, 0.028, 0.231, 0.062, 0.009, 0.008, 0.974, 0.900, 0.071, 0.787, 0.225, 0.640, 0.026, 0.020, 0.952, 0.062, 0.006, 0.000, 0.017, 0.003, 0.039, 0.207, 0.010, 0.103, 0.554, 0.192, 1.104, 0.000, 0.314, 0.663, 2.715, 0.310, 0.269, 0.596, 0.006, 0.052, 0.023, 0.281, 0.026, 0.284, 0.003, 0.045, 0.003, 0.003, 0.010, 0.000, 0.310, 0.313, 0.258, 0.645, 0.231, 0.025, 0.101, 1.890, 0.006, 0.004, 0.209, 1.410, 28.894, 2.834, 346001, 434672
DisraeliConingsby1844 , C:\Users\gleicher\DigHum\Novels\1840-1859\DisraeliConingsby1844.txt , 1840-1859 , 0.407, 0.274, 0.002, 0.100, 0.629, 0.105, 1.442, 0.463, 0.301, 1.411, 0.398, 0.605, 1.664, 1.092, 0.063, 0.098, 0.105, 0.018, 0.004, 1.159, 2.282, 1.385, 0.328, 0.572, 0.086, 0.086, 0.012, 1.594, 0.047, 2.186, 0.019, 0.475, 3.380, 0.021, 0.319, 0.003, 0.032, 0.003, 0.723, 0.002, 0.034, 0.000, 0.004, 0.005, 0.001, 0.020, 0.138, 0.690, 0.142, 2.841, 0.024, 0.014, 0.001, 0.039, 0.000, 0.025, 0.331, 0.211, 0.013, 0.185, 0.063, 0.005, 0.011, 0.973, 0.967, 0.121, 1.102, 0.226, 0.486, 0.034, 0.014, 0.712, 0.036, 0.002, 0.001, 0.005, 0.002, 0.045, 0.346, 0.027, 0.188, 0.624, 0.110, 1.172, 0.002, 0.309, 0.752, 2.532, 0.330, 0.436, 0.598, 0.006, 0.114, 0.058, 0.323, 0.032, 0.323, 0.014, 0.043, 0.003, 0.004, 0.003, 0.000, 0.322, 0.445, 0.226, 0.754, 0.305, 0.021, 0.133, 2.447, 0.023, 0.008, 0.224, 2.282, 27.492, 3.039, 157894, 186408
DisraeliSybil1845 , C:\Users\gleicher\DigHum\Novels\1840-1859\DisraeliSybil1845.txt , 1840-1859 , 0.762, 0.448, 0.004, 0.188, 0.506, 0.095, 1.215, 0.522, 0.248, 1.204, 0.348, 0.597, 1.235, 1.199, 0.076, 0.130, 0.101, 0.024, 0.001, 1.262, 2.884, 1.496, 0.326, 0.683, 0.141, 0.147, 0.006, 1.247, 0.039, 1.679, 0.013, 0.457, 2.879, 0.014, 0.265, 0.004, 0.025, 0.003, 1.125, 0.001, 0.037, 0.000, 0.001, 0.003, 0.000, 0.011, 0.131, 0.649, 0.249, 2.186, 0.012, 0.015, 0.003, 0.039, 0.003, 0.015, 0.390, 0.177, 0.022, 0.197, 0.040, 0.008, 0.007, 0.894, 1.014, 0.116, 1.009, 0.185, 0.660, 0.037, 0.017, 1.042, 0.042, 0.003, 0.001, 0.007, 0.001, 0.037, 0.267, 0.021, 0.160, 0.546, 0.099, 1.103, 0.004, 0.387, 0.817, 2.668, 0.263, 0.373, 0.561, 0.006, 0.085, 0.033, 0.289, 0.025, 0.357, 0.010, 0.058, 0.003, 0.005, 0.006, 0.000, 0.352, 0.397, 0.194, 0.697, 0.246, 0.029, 0.098, 1.936, 0.013, 0.007, 0.238, 2.501, 28.730, 2.786, 155917, 189585
DisraeliTancred1847 , C:\Users\gleicher\DigHum\Novels\1840-1859\DisraeliTancred1847.txt , 1840-1859 , 0.663, 0.388, 0.003, 0.138, 0.500, 0.085, 1.273, 0.450, 0.266, 1.221, 0.310, 0.574, 1.263, 1.033, 0.057, 0.079, 0.098, 0.012, 0.001, 1.337, 3.163, 1.582, 0.323, 0.672, 0.133, 0.095, 0.006, 1.426, 0.042, 1.805, 0.016, 0.365, 2.504, 0.017, 0.246, 0.006, 0.026, 0.005, 0.813, 0.002, 0.051, 0.000, 0.005, 0.002, 0.000, 0.011, 0.135, 0.571, 0.252, 2.147, 0.014, 0.012, 0.002, 0.036, 0.000, 0.021, 0.337, 0.161, 0.013, 0.211, 0.058, 0.008, 0.010, 0.979, 0.910, 0.120, 0.943, 0.202, 0.670, 0.036, 0.018, 0.930, 0.036, 0.002, 0.001, 0.011, 0.000, 0.025, 0.310, 0.018, 0.189, 0.585, 0.125, 1.126, 0.005, 0.375, 0.945, 2.478, 0.251, 0.316, 0.554, 0.005, 0.067, 0.035, 0.273, 0.033, 0.318, 0.004, 0.037, 0.003, 0.003, 0.006, 0.000, 0.347, 0.407, 0.196, 0.627, 0.260, 0.020, 0.186, 2.119, 0.017, 0.004, 0.198, 2.322, 29.371, 3.495, 160988, 194292
EliotAdamBede1859 , C:\Users\gleicher\DigHum\Novels\1840-1859\EliotAdamBede1859.txt , 1840-1859 , 1.066, 0.365, 0.010, 0.219, 0.789, 0.107, 0.947, 0.457, 0.295, 1.435, 0.423, 0.567, 1.374, 1.305, 0.120, 0.143, 0.187, 0.022, 0.004, 1.865, 3.255, 1.801, 0.399, 0.947, 0.081, 0.297, 0.001, 0.379, 0.055, 1.101, 0.010, 0.361, 1.803, 0.006, 0.505, 0.002, 0.028, 0.006, 0.690, 0.000, 0.006, 0.000, 0.000, 0.002, 0.000, 0.018, 0.127, 0.774, 0.125, 2.441, 0.015, 0.007, 0.002, 0.049, 0.001, 0.034, 0.246, 0.152, 0.028, 0.325, 0.071, 0.003, 0.022, 1.181, 1.112, 0.065, 1.034, 0.157, 0.541, 0.024, 0.016, 1.264, 0.049, 0.001, 0.000, 0.008, 0.005, 0.030, 0.200, 0.007, 0.124, 0.762, 0.245, 1.024, 0.001, 0.278, 0.814, 2.662, 0.309, 0.376, 0.671, 0.004, 0.069, 0.030, 0.300, 0.033, 0.399, 0.008, 0.043, 0.002, 0.003, 0.018, 0.000, 0.363, 0.353, 0.294, 0.734, 0.248, 0.043, 0.103, 2.352, 0.007, 0.005, 0.217, 2.277, 25.416, 3.838, 205188, 250593
EliotScenesofClericalLife1858 , C:\Users\gleicher\DigHum\Novels\1840-1859\EliotScenesofClericalLife1858.txt , 1840-1859 , 0.752, 0.308, 0.008, 0.169, 0.709, 0.099, 1.147, 0.433, 0.280, 1.488, 0.416, 0.534, 1.523, 1.609, 0.139, 0.167, 0.202, 0.025, 0.004, 2.101, 3.504, 1.865, 0.356, 0.902, 0.067, 0.111, 0.008, 0.538, 0.045, 1.399, 0.019, 0.464, 2.880, 0.008, 0.340, 0.003, 0.035, 0.003, 0.499, 0.002, 0.011, 0.001, 0.004, 0.001, 0.000, 0.029, 0.161, 0.654, 0.195, 2.547, 0.008, 0.004, 0.002, 0.055, 0.000, 0.029, 0.217, 0.173, 0.016, 0.226, 0.072, 0.005, 0.015, 0.916, 0.937, 0.068, 0.916, 0.193, 0.451, 0.022, 0.014, 0.953, 0.049, 0.002, 0.001, 0.011, 0.006, 0.035, 0.233, 0.013, 0.126, 0.709, 0.174, 1.074, 0.000, 0.303, 0.721, 2.510, 0.318, 0.336, 0.619, 0.009, 0.061, 0.028, 0.338, 0.037, 0.398, 0.006, 0.058, 0.003, 0.004, 0.016, 0.000, 0.327, 0.333, 0.254, 0.715, 0.232, 0.045, 0.123, 2.607, 0.015, 0.005, 0.233, 2.241, 25.492, 3.845, 138895, 166230
FarrarEric1858 , C:\Users\gleicher\DigHum\Novels\1840-1859\FarrarEric1858.txt , 1840-1859 , 0.686, 0.257, 0.008, 0.110, 0.543, 0.122, 1.252, 0.527, 0.362, 1.293, 0.393, 0.420, 1.435, 1.699, 0.223, 0.207, 0.253, 0.024, 0.019, 1.666, 2.944, 1.622, 0.368, 1.046, 0.137, 0.201, 0.001, 0.442, 0.040, 1.216, 0.023, 0.565, 1.680, 0.008, 0.313, 0.001, 0.040, 0.000, 0.690, 0.000, 0.021, 0.001, 0.005, 0.004, 0.000, 0.022, 0.158, 0.595, 0.160, 2.412, 0.011, 0.004, 0.003, 0.049, 0.001, 0.036, 0.183, 0.302, 0.031, 0.251, 0.034, 0.004, 0.011, 0.729, 0.926, 0.089, 1.033, 0.239, 0.579, 0.027, 0.015, 1.098, 0.053, 0.004, 0.000, 0.011, 0.004, 0.043, 0.284, 0.005, 0.129, 0.551, 0.122, 1.071, 0.000, 0.440, 0.518, 2.954, 0.396, 0.278, 0.804, 0.011, 0.084, 0.033, 0.299, 0.025, 0.400, 0.004, 0.063, 0.004, 0.008, 0.018, 0.000, 0.217, 0.511, 0.289, 0.798, 0.222, 0.041, 0.132, 2.569, 0.010, 0.011, 0.295, 1.535, 29.075, 3.020, 91507, 113525
FroudTheNemesisOfFaith1849 , C:\Users\gleicher\DigHum\Novels\1840-1859\FroudTheNemesisOfFaith1849.txt , 1840-1859 , 0.948, 0.572, 0.003, 0.283, 0.809, 0.167, 1.309, 0.480, 0.280, 1.645, 0.426, 0.709, 1.430, 1.724, 0.145, 0.163, 0.191, 0.022, 0.004, 1.237, 2.195, 1.384, 0.284, 0.737, 0.051, 0.165, 0.000, 1.042, 0.060, 1.832, 0.013, 0.709, 2.632, 0.011, 0.301, 0.003, 0.039, 0.014, 0.367, 0.000, 0.006, 0.000, 0.008, 0.003, 0.000, 0.013, 0.240, 0.575, 0.284, 2.288, 0.013, 0.010, 0.001, 0.044, 0.000, 0.024, 0.764, 0.217, 0.015, 0.316, 0.103, 0.004, 0.013, 1.391, 1.233, 0.056, 1.122, 0.284, 0.571, 0.052, 0.018, 0.620, 0.041, 0.000, 0.001, 0.004, 0.001, 0.039, 0.318, 0.010, 0.222, 0.906, 0.150, 1.185, 0.001, 0.349, 1.184, 2.691, 0.290, 0.356, 0.623, 0.004, 0.086, 0.024, 0.336, 0.039, 0.309, 0.011, 0.056, 0.006, 0.000, 0.007, 0.000, 0.450, 0.201, 0.229, 0.612, 0.284, 0.013, 0.177, 1.936, 0.004, 0.004, 0.198, 1.235, 26.093, 1.633, 61218, 71114
GaskellMaryBarton1849 , C:\Users\gleicher\DigHum\Novels\1840-1859\GaskellMaryBarton1849.txt , 1840-1859 , 1.031, 0.324, 0.005, 0.188, 0.781, 0.137, 0.994, 0.421, 0.342, 1.453, 0.454, 0.636, 1.346, 1.718, 0.141, 0.203, 0.336, 0.029, 0.006, 1.640, 2.565, 1.703, 0.386, 0.880, 0.099, 0.349, 0.004, 0.418, 0.057, 1.001, 0.008, 0.412, 1.786, 0.006, 0.405, 0.000, 0.030, 0.010, 0.578, 0.001, 0.036, 0.000, 0.001, 0.002, 0.000, 0.029, 0.115, 0.791, 0.181, 2.500, 0.016, 0.007, 0.001, 0.044, 0.000, 0.039, 0.190, 0.192, 0.027, 0.354, 0.039, 0.004, 0.010, 1.130, 1.041, 0.122, 1.140, 0.239, 0.622, 0.039, 0.018, 0.928, 0.069, 0.002, 0.001, 0.006, 0.002, 0.027, 0.255, 0.010, 0.112, 0.578, 0.190, 1.005, 0.002, 0.400, 0.651, 2.879, 0.315, 0.359, 0.705, 0.010, 0.072, 0.022, 0.286, 0.023, 0.439, 0.004, 0.055, 0.003, 0.004, 0.014, 0.000, 0.313, 0.371, 0.296, 0.763, 0.281, 0.032, 0.119, 3.062, 0.004, 0.002, 0.313, 2.424, 27.143, 2.265, 156727, 193496
GaskellNorthAndSouth1855 , C:\Users\gleicher\DigHum\Novels\1840-1859\GaskellNorthAndSouth1855.txt , 1840-1859 , 1.170, 0.492, 0.014, 0.223, 0.769, 0.083, 1.131, 0.448, 0.328, 1.477, 0.466, 0.635, 1.179, 1.520, 0.146, 0.176, 0.200, 0.049, 0.007, 1.480, 2.230, 1.529, 0.384, 0.734, 0.094, 0.317, 0.003, 0.392, 0.055, 1.209, 0.007, 0.405, 2.367, 0.002, 0.319, 0.002, 0.028, 0.008, 0.681, 0.001, 0.054, 0.000, 0.006, 0.004, 0.000, 0.015, 0.163, 0.711, 0.192, 2.435, 0.011, 0.014, 0.002, 0.048, 0.001, 0.053, 0.180, 0.198, 0.030, 0.225, 0.063, 0.007, 0.014, 1.187, 1.124, 0.096, 1.144, 0.233, 0.623, 0.034, 0.027, 1.059, 0.080, 0.005, 0.001, 0.008, 0.003, 0.034, 0.285, 0.011, 0.116, 0.581, 0.185, 1.052, 0.000, 0.285, 0.699, 2.783, 0.272, 0.330, 0.630, 0.010, 0.079, 0.032, 0.305, 0.027, 0.364, 0.004, 0.222, 0.005, 0.002, 0.007, 0.000, 0.385, 0.284, 0.251, 0.676, 0.293, 0.022, 0.123, 2.895, 0.006, 0.005, 0.310, 1.815, 26.796, 2.822, 176159, 218249
GaskellRuth1853 , C:\Users\gleicher\DigHum\Novels\1840-1859\GaskellRuth1853.txt , 1840-1859 , 0.950, 0.443, 0.004, 0.199, 0.801, 0.122, 1.202, 0.414, 0.356, 1.458, 0.402, 0.602, 1.313, 1.374, 0.178, 0.187, 0.224, 0.029, 0.007, 1.813, 2.374, 1.517, 0.377, 0.783, 0.101, 0.189, 0.002, 0.465, 0.058, 1.248, 0.012, 0.474, 2.511, 0.002, 0.264, 0.002, 0.034, 0.008, 0.606, 0.004, 0.031, 0.000, 0.003, 0.002, 0.001, 0.024, 0.127, 0.666, 0.178, 2.782, 0.019, 0.007, 0.000, 0.048, 0.002, 0.055, 0.157, 0.180, 0.029, 0.264, 0.060, 0.007, 0.016, 1.142, 1.044, 0.105, 1.133, 0.230, 0.553, 0.027, 0.018, 1.055, 0.072, 0.005, 0.001, 0.009, 0.003, 0.028, 0.278, 0.014, 0.104, 0.579, 0.176, 1.034, 0.000, 0.270, 0.559, 2.869, 0.335, 0.331, 0.657, 0.011, 0.064, 0.035, 0.352, 0.027, 0.365, 0.004, 0.061, 0.002, 0.002, 0.010, 0.000, 0.361, 0.356, 0.256, 0.774, 0.286, 0.025, 0.141, 3.079, 0.013, 0.003, 0.318, 1.643, 26.549, 2.642, 156486, 190654
HughesTomBrownsSchoolDays1857 , C:\Users\gleicher\DigHum\Novels\1840-1859\HughesTomBrownsSchoolDays1857.txt , 1840-1859 , 0.628, 0.179, 0.006, 0.128, 0.399, 0.068, 1.108, 0.476, 0.310, 1.161, 0.344, 0.469, 1.134, 1.249, 0.123, 0.103, 0.099, 0.030, 0.001, 1.864, 3.854, 2.372, 0.420, 1.330, 0.123, 0.134, 0.006, 0.550, 0.044, 1.142, 0.015, 0.238, 1.659, 0.009, 0.243, 0.001, 0.039, 0.005, 0.525, 0.001, 0.012, 0.000, 0.005, 0.002, 0.001, 0.027, 0.123, 0.658, 0.121, 1.820, 0.013, 0.014, 0.001, 0.019, 0.001, 0.023, 0.295, 0.163, 0.049, 0.318, 0.039, 0.005, 0.008, 0.761, 0.840, 0.056, 0.975, 0.251, 0.555, 0.027, 0.017, 1.010, 0.030, 0.005, 0.000, 0.008, 0.002, 0.050, 0.326, 0.010, 0.110, 0.560, 0.128, 1.204, 0.000, 0.773, 0.816, 2.945, 0.293, 0.390, 1.165, 0.006, 0.059, 0.023, 0.325, 0.025, 0.322, 0.009, 0.043, 0.003, 0.006, 0.029, 0.000, 0.238, 0.374, 0.246, 0.787, 0.178, 0.037, 0.157, 1.957, 0.009, 0.002, 0.199, 2.633, 28.510, 2.312, 101728, 124375
KingsleyAltonLocke1850 , C:\Users\gleicher\DigHum\Novels\1840-1859\KingsleyAltonLocke1850.txt , 1840-1859 , 2.124, 0.730, 0.011, 0.529, 0.538, 0.124, 1.159, 0.341, 0.235, 1.436, 0.391, 0.538, 1.112, 1.802, 0.161, 0.128, 0.139, 0.019, 0.006, 1.499, 2.835, 1.458, 0.266, 0.768, 0.078, 0.330, 0.004, 0.880, 0.029, 1.612, 0.011, 0.677, 2.294, 0.041, 0.530, 0.001, 0.035, 0.006, 0.397, 0.000, 0.021, 0.000, 0.003, 0.004, 0.001, 0.035, 0.164, 0.616, 0.183, 1.475, 0.006, 0.008, 0.002, 0.028, 0.000, 0.033, 0.338, 0.297, 0.024, 0.276, 0.097, 0.002, 0.009, 0.920, 0.927, 0.056, 1.002, 0.236, 0.873, 0.042, 0.014, 1.028, 0.040, 0.003, 0.001, 0.004, 0.003, 0.030, 0.337, 0.020, 0.166, 0.627, 0.150, 1.025, 0.004, 0.434, 0.699, 2.703, 0.276, 0.332, 0.616, 0.004, 0.078, 0.015, 0.341, 0.028, 0.303, 0.003, 0.059, 0.003, 0.004, 0.009, 0.000, 0.317, 0.245, 0.214, 0.563, 0.181, 0.013, 0.130, 1.336, 0.013, 0.007, 0.153, 1.902, 29.133, 3.658, 144179, 179650
LeverTomBurke1844 , C:\Users\gleicher\DigHum\Novels\1840-1859\LeverTomBurke1844.txt , 1840-1859 , 2.038, 0.713, 0.006, 0.327, 0.528, 0.081, 0.956, 0.564, 0.355, 1.257, 0.358, 0.562, 1.213, 1.404, 0.130, 0.162, 0.163, 0.020, 0.006, 1.786, 3.236, 2.105, 0.353, 0.975, 0.163, 0.172, 0.002, 0.695, 0.035, 1.320, 0.013, 0.438, 2.223, 0.013, 0.328, 0.001, 0.023, 0.013, 0.703, 0.003, 0.071, 0.000, 0.008, 0.003, 0.001, 0.023, 0.113, 0.613, 0.118, 1.876, 0.014, 0.016, 0.004, 0.036, 0.001, 0.020, 0.341, 0.228, 0.015, 0.243, 0.025, 0.002, 0.015, 0.885, 0.906, 0.067, 0.872, 0.180, 0.596, 0.033, 0.019, 0.941, 0.042, 0.010, 0.001, 0.015, 0.000, 0.034, 0.315, 0.025, 0.165, 0.618, 0.126, 1.163, 0.003, 0.413, 0.591, 3.094, 0.273, 0.310, 0.698, 0.006, 0.077, 0.022, 0.272, 0.021, 0.384, 0.005, 0.056, 0.002, 0.006, 0.018, 0.000, 0.234, 0.433, 0.208, 0.804, 0.156, 0.024, 0.121, 1.725, 0.009, 0.005, 0.171, 1.832, 28.850, 2.720, 327005, 400793
